pyRAP_Gene	feature	Gene_base	locus	GO_terms	RPMPRPK	log2foldchange_RNAseq	padj_RNAseq
albF.5658	CDS	albF	BSU_37420	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Phosphorylation on an Arg residue	0.05	not_significant	0.0983919135885372
glyA.5584	CDS	glyA	BSU_36900	Biosynthesis/ acquisition of serine/ glycine/ alanine, Phosphorylation on either a Ser, Thr or Tyr residue, Newly identified competence genes	0.05	not_significant	0.717837635951841
ypdA_gudB.3469	intergenic_UTR	ypdA_gudB	BSU_22950	Resistance against oxidative and electrophile stress	0.05	not_significant	0.843996681816321
zur.3771	CDS	zur	BSU_25100	Transcription factors/ other, Zinc, Phosphorylation on either a Ser, Thr or Tyr residue	0.05	not_significant	0.746398691547896
aimX_aimP.3140	scRNA	aimX_aimP	BSU_ncRNA_1	na	0.05	not_significant	0.391413358858024
sipS_ypzJ.3520	intergenic_UTR	sipS_ypzJ	BSU_23310	Protein secretion, Membrane proteins	0.05	not_significant	0.70625661506263
S1335.5295	sRNA_independent	S1335	new_3602657_3602942	na	0.04	-1.38	3.3191013027932502e-09
yusF.4961	CDS	yusF	BSU_32780	Proteins of unknown function	0.04	0.63	0.0091707243818425
yxbC.6020	CDS	yxbC	BSU_39880	Proteins of unknown function	0.04	not_significant	0.98086541479856
yxaM.6026	CDS	yxaM	BSU_39930	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.04	not_significant	0.0981825013918954
S1453_ywhD.5674	CDS_3'UTR	S1453_ywhD	new_3852070_3852185_c	na	0.04	not_significant	0.822091078269548
rapA.1852	CDS	rapA	BSU_12430	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Phosphatases controlling the phosphorelay, Phosphatases controlling the phosphorelay	0.04	1.15	3.13487002258582e-08
asnH.6025	CDS	asnH	BSU_39920	Biosynthesis/ acquisition of aspartate/ asparagine	0.04	not_significant	0.111872286425514
ymfH.2532	CDS	ymfH	BSU_16860	Poorly characterized/ putative enzymes	0.04	not_significant	0.83217307457307
ykwB.2081	CDS	ykwB	BSU_13940	Newly identified sporulation proteins (based on transcription profiling), Efp-dependent proteins	0.04	not_significant	0.363526888939207
dnaEC.4428	CDS	dnaEC	BSU_29230	DNA replication, Essential genes	0.04	not_significant	0.422248580039473
zur_yqfU.3773	intergenic_UTR	zur_yqfU	BSU_25100	Transcription factors/ other, Zinc, Phosphorylation on either a Ser, Thr or Tyr residue	0.03	not_significant	0.666882604990603
yvgO.5056	CDS	yvgO	BSU_33410	General stress proteins (controlled by SigB), Secreted proteins	0.03	not_significant	0.805960507708711
sboA.5651	CDS	sboA	BSU_37350	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.03	not_significant	0.764793383883314
ykzN.1964	CDS	ykzN	BSU_13169	Proteins of unknown function, General stress proteins (controlled by SigB)	0.03	not_significant	0.326059906854497
rok.2131	CDS	rok	BSU_14240	Genetic competence, Transcription factors/ other, Genetic competence, DNA condensation/ segregation	0.03	not_significant	0.967440214220568
gpsB.3351	CDS	gpsB	BSU_22180	Membrane proteins, Other genes, Phosphorylation on a Thr residue	0.03	not_significant	0.600786943846399
ythP.4552	CDS	ythP	BSU_30010	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Exporters of unknown function	0.02	not_significant	0.0586778212697463
ytzJ.4431	CDS	ytzJ	BSU_29249	Proteins of unknown function	0.02	not_significant	0.0777275695843358
S829.3310	S_feature	S829	new_2308165_2308470	na	0.02	0.71	0.0020454334881702
rlmKB_gpsB.3349	intergenic_UTR	rlmKB_gpsB	BSU_22170	rRNA modification and maturation/ based on similarity	0.02	not_significant	0.585840088533848
S942.3774	sRNA_inter_intragenic	S942	new_2591866_2591960_c	na	0.02	not_significant	0.898048051429993
sboX.5652	CDS	sboX	BSU_37360	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.02	not_significant	0.666247217647328
katA.1318	CDS	katA	BSU_08820	Resistance against oxidative and electrophile stress, Phosphorylation on an Arg residue	0.02	not_significant	0.68079864984309
rnpB.3350	transcript	rnpB	BSU_misc_RNA_35	tRNA modification and maturation, Essential genes, RNases/ Other, RNA component of RNase P	0.02	not_significant	0.579915089318636
yxbB.6022	CDS	yxbB	BSU_39890	Proteins of unknown function	0.01	not_significant	0.12328168781137
yusG.4962	CDS	yusG	BSU_32790	Proteins of unknown function, Other highly expressed unknown proteins	0.01	not_significant	0.586200675631365
yjzH.1803	CDS	yjzH	BSU_12069	Proteins of unknown function	0.01	not_significant	0.445460593830136
albC.5655	CDS	albC	BSU_37390	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Export of antibiotic substances	0.01	not_significant	0.448536404913183
yqaP.3944	CDS	yqaP	BSU_26230	Skin element	0.01	not_significant	0.843153664347321
albA.5653	CDS	albA	BSU_37370	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.01	not_significant	0.666247217647328
albB.5654	CDS	albB	BSU_37380	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins	0.01	not_significant	0.586200675631365
liaL_liaK.6062	intergenic_UTR	liaL_liaK	BSU_40150	Control of response regulators/ other, Membrane proteins, Export of peptides, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.01	not_significant	0.178376075045501
rplU.4228	CDS	rplU	BSU_27960	Ribosomal proteins, Essential genes	0.01	not_significant	0.504669874993563
yqeY.3823	CDS	yqeY	BSU_25400	Proteins of unknown function, Potential RNA/ Ribosome-binding proteins	0.01	not_significant	0.89363562955025
gsiB.689	CDS	gsiB	BSU_04400	General stress proteins (controlled by SigB)	0.01	not_significant	0.604829446681344
