pyRAP_Gene	feature	Gene_base	locus	GO_terms	RPMPRPK	log2foldchange_RNAseq	padj_RNAseq
opuBC.5098	CDS	opuBC	BSU_33710	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.63	not_significant	na
argJ_argB.1660	intergenic_UTR	argJ_argB	BSU_11200	Biosynthesis/ acquisition of arginine	0.59	not_significant	na
ybxI.342	CDS	ybxI	BSU_02090	Resistance against toxins/ antibiotics, Secreted proteins	0.51	not_significant	na
argJ.1659	CDS	argJ	BSU_11200	Biosynthesis/ acquisition of arginine	0.5	not_significant	0.999008656818213
sxzZ.1267	CDS	sxzZ	BSU_08450	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	0.48	not_significant	na
ylaF.2206	CDS	ylaF	BSU_14760	Membrane proteins, Proteins of unknown function	0.48	not_significant	na
braB.4485	CDS	braB	BSU_29600	Biosynthesis/ acquisition of branched-chain amino acids, Membrane proteins, BCAA transporters	0.46	not_significant	0.22854942118512
ydgI.878	CDS	ydgI	BSU_05660	Poorly characterized/ putative enzymes	0.46	not_significant	na
yfmL.1129	CDS	yfmL	BSU_07430	DEAD-box RNA helicases, Ribosome assembly	0.43	not_significant	na
argG.4463	CDS	argG	BSU_29450	Biosynthesis/ acquisition of arginine, Phosphorylation on an Arg residue	0.43	not_significant	0.999008656818213
yxjO.5866	CDS	yxjO	BSU_38880	Transcription factor/ other/ based on similarity	0.42	not_significant	na
dnaI.4390	CDS	dnaI	BSU_28980	DNA replication, Essential genes	0.41	not_significant	na
trpE.3427	CDS	trpE	BSU_22680	Biosynthesis/ acquisition of aromatic amino acids	0.41	not_significant	0.999008656818213
ytzB.4532	CDS	ytzB	BSU_29870	Proteins of unknown function	0.38	not_significant	0.999008656818213
yvrD.5025	CDS	yvrD	BSU_33190	Poorly characterized/ putative enzymes	0.37	not_significant	0.999008656818213
ywoG.5513	CDS	ywoG	BSU_36450	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.37	not_significant	na
trpD.3426	CDS	trpD	BSU_22670	Biosynthesis/ acquisition of aromatic amino acids	0.36	not_significant	na
ykoX_ykoY.2001	intergenic_UTR	ykoX_ykoY	BSU_13430	Membrane proteins, Other transporters	0.36	not_significant	na
clsA.5530	CDS	clsA	BSU_36590	Biosynthesis of phospholipids, Membrane proteins	0.36	not_significant	0.94163636225425
yczO.632	CDS	yczO	BSU_04039	Proteins of unknown function, General stress proteins (controlled by SigB)	0.36	not_significant	na
argB.1661	CDS	argB	BSU_11210	Biosynthesis/ acquisition of arginine	0.35	not_significant	0.967641342967685
mprF.1265	CDS	mprF	BSU_08425	Biosynthesis of phospholipids, Membrane proteins	0.35	not_significant	0.999008656818213
yutK.4874	CDS	yutK	BSU_32180	Biosynthesis/ acquisition of nucleotides/ other/ based on similarity, Membrane proteins	0.34	not_significant	na
S198.872	sRNA_independent	S198	new_606414_606611_c	na	0.34	not_significant	na
frxB.5980	CDS	frxB	BSU_39610	Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, Secreted proteins	0.33	1.9	0.0001710763138014
bcd.3631	CDS	bcd	BSU_24080	Utilization of branched-chain amino acids	0.32	not_significant	na
bioY.1537	CDS	bioY	BSU_10370	ECF transporter, Biosynthesis/ acquisition of biotin, Membrane proteins, The substrate-specific S components of the ECF transporters	0.3	not_significant	na
argF.1665	CDS	argF	BSU_11250	Biosynthesis/ acquisition of arginine	0.29	not_significant	0.999008656818213
yqgC.3762	CDS	yqgC	BSU_25030	Proteins of unknown function, Membrane proteins	0.29	not_significant	na
glpQ.3643	CDS	glpQ	BSU_02130	Utilization of glycerol/ glycerol-3-phosphate, Utilization of phospholipids, Secreted proteins, Phosphate metabolism, Utilization of cell wall components	0.29	not_significant	na
yflK.1164	CDS	yflK	BSU_07650	Detoxification reactions	0.28	not_significant	na
mneS.985	CDS	mneS	BSU_06320	Membrane proteins, Metal ion exporters, Manganese, Other exporters	0.28	not_significant	na
hisP.4851	CDS	hisP	BSU_32040	Membrane proteins, Proteins of unknown function	0.27	1.12	0.0210629198183198
yclK.592	CDS	yclK	BSU_03760	Protein kinases, Two-component sensor kinase, Membrane proteins, Phosphorylation on a His residue	0.27	not_significant	0.999008656818213
ywkF.5598	CDS	ywkF	BSU_36990	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.26	not_significant	na
ezrA_S1125.4487	sRNA_5UTR	ezrA_S1125	BSU_29610	Membrane proteins, Divisome	0.25	not_significant	0.999008656818213
ezrA.4486	CDS	ezrA	BSU_29610	Membrane proteins, Divisome	0.25	not_significant	0.999008656818213
farP.1605	CDS	farP	BSU_10810	Biosynthesis of isoprenoids, Biofilm formation, phosphorelay, phosphorelay, Other proteins required for biofilm formation	0.25	not_significant	0.78894581212719
rghRA.5091	CDS	rghRA	BSU_33660	Transcription factors/ other, phosphorelay, phosphorelay	0.25	not_significant	na
sipW.3709	CDS	sipW	BSU_24630	Protein secretion, Biofilm formation, Membrane proteins, Amyloid protein synthesis, secretion and assembly	0.24	not_significant	0.224199316993971
opuCB.5116	CDS	opuCB	BSU_33820	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.24	not_significant	na
argD.1662	CDS	argD	BSU_11220	Biosynthesis/ acquisition of arginine	0.24	not_significant	0.999008656818213
ftsE.5324	CDS	ftsE	BSU_35260	Autolytic activity required for peptidoglycan synthesis (cell elongation), Membrane proteins, Regulatory ABC transporters, phosphorelay, phosphorelay, Cell shape, Swarming	0.24	not_significant	0.733865687044832
prs.88	CDS	prs	BSU_00510	Biosynthesis/ acquisition of histidine, Biosynthesis/ acquisition of purine nucleotides, Biosynthesis/ acquisition of pyrimidine nucleotides, Essential genes, Universally conserved proteins	0.24	not_significant	0.999008656818213
ypoP.3271	CDS	ypoP	BSU_21700	Transcription factor/ other/ based on similarity	0.23	not_significant	0.999008656818213
ybgB.383	CDS	ybgB	BSU_02380	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Toxins, antitoxins and immunity against toxins/ based on similarity, Membrane proteins	0.23	not_significant	na
steT.1925	CDS	steT	BSU_12860	Membrane proteins, APC superfamily	0.23	not_significant	0.436514599070233
addB.1574	CDS	addB	BSU_10620	DNA repair/ recombination, Genetic competence, Genetic competence, Other proteins	0.22	not_significant	0.997994318840914
bcaP.1406	CDS	bcaP	BSU_09460	Biosynthesis/ acquisition of branched-chain amino acids, Utilization of branched-chain amino acids, Membrane proteins, APC superfamily, Biosynthesis/ acquisition of serine/ glycine/ alanine, Biosynthesis/ acquisition of lysine/ threonine, Utilization of threonine/ glycine	0.22	not_significant	0.999008656818213
metN.4955	CDS	metN	BSU_32750	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine, Membrane proteins, Uptake of amino acids	0.22	not_significant	0.423729344204828
ywbO_efeB.5777	intergenic_UTR	ywbO_efeB	BSU_38250	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.21	not_significant	na
opuCC.5115	CDS	opuCC	BSU_33810	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.21	not_significant	0.598675683256332
yrrS.4113	CDS	yrrS	BSU_27300	Sporulation proteins/ other, Other genes	0.21	not_significant	0.999008656818213
trmD.2405	CDS	trmD	BSU_16030	tRNA modification and maturation, Essential genes	0.2	3.88	4.1831811724411104e-52
prmC.5600	CDS	prmC	BSU_37000	Translation/ other/ based on similarity, Protein modification/ other, Newly identified competence genes, Swarming	0.2	not_significant	0.999008656818213
YP_009514007.5527	CDS	YP_009514007	na	na	0.2	not_significant	0.999008656818213
yxaI.6030	CDS	yxaI	BSU_39960	Membrane proteins, Proteins of unknown function	0.19	not_significant	0.68724837649318
ywdJ.5729	CDS	ywdJ	BSU_37940	Membrane proteins	0.19	not_significant	na
yhgE.1509	CDS	yhgE	BSU_10160	Membrane proteins, Proteins of unknown function	0.19	not_significant	0.999008656818213
nrnA.4432	CDS	nrnA	BSU_29250	Exoribonucleases	0.19	not_significant	0.999008656818213
yumB.4861	CDS	yumB	BSU_32100	Newly identified sporulation proteins (based on transcription profiling)	0.19	not_significant	0.999008656818213
ykhA.1947	CDS	ykhA	BSU_13030	Poorly characterized/ putative enzymes	0.19	not_significant	0.999008656818213
ywnG_YP_009514007.5528	intergenic_UTR	ywnG_YP_009514007	BSU_36570	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.18	not_significant	na
mleN.3555	CDS	mleN	BSU_23560	Utilization of organic acids, Membrane proteins, Transporter for organic acids	0.18	not_significant	0.999008656818213
tcyP.1365	CDS	tcyP	BSU_09130	Biosynthesis/ acquisition of cysteine, Membrane proteins, Dicarboxylate/amino acid:cation symporter	0.18	not_significant	0.61360758900653
carB.1664	CDS	carB	BSU_11240	Biosynthesis/ acquisition of arginine	0.18	not_significant	0.999008656818213
metP.4954	CDS	metP	BSU_32740	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine, Membrane proteins, Uptake of amino acids	0.18	not_significant	0.836375942992253
iolR.6005	CDS	iolR	BSU_39770	Utilization of inositol, Transcription factors/ other	0.17	not_significant	0.999008656818213
opuCA.5117	CDS	opuCA	BSU_33830	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection, Targets of c-di-AMP	0.17	not_significant	0.858667750422548
yflB.1179	CDS	yflB	BSU_07735	Proteins of unknown function, General stress proteins (controlled by SigB)	0.17	not_significant	0.560156475275115
argH.4462	CDS	argH	BSU_29440	Biosynthesis/ acquisition of arginine	0.17	not_significant	0.999008656818213
trpC.3425	pseudogene	trpC	BSU_22660	Biosynthesis/ acquisition of aromatic amino acids	0.17	not_significant	0.999008656818213
ywdI.5731	CDS	ywdI	BSU_37950	Proteins of unknown function	0.17	not_significant	na
thiX.1973	CDS	thiX	BSU_13210	Biosynthesis/ acquisition of thiamine, Membrane proteins, Class I ECF transporter	0.16	not_significant	0.999008656818213
ettA.1121	CDS	ettA	BSU_07370	Unknown ABC transporters	0.16	not_significant	0.999008656818213
gswC.991	transcript	gswC	BSU_misc_RNA_9	na	0.16	not_significant	na
phrI.784	CDS	phrI	BSU_05020	Quorum sensing, ICEBs1, Short peptides, Control of transcription factor (other than two-component system)	0.16	not_significant	na
lytG.4698	CDS	lytG	BSU_31120	Autolysis, N-acetyl-β-D-glucosaminidases	0.16	not_significant	0.51422761195133
yvbJ.5122	CDS	yvbJ	BSU_33880	Membrane proteins, Proteins of unknown function	0.15	not_significant	0.999008656818213
artP.3615	CDS	artP	BSU_23980	Biosynthesis/ acquisition of arginine, Membrane proteins, Uptake of amino acids, Secreted proteins	0.15	not_significant	0.999008656818213
niaP.470	CDS	niaP	BSU_02950	Biosynthesis of NAD(P), Membrane proteins, Transporter for cofactors	0.15	not_significant	0.999008656818213
dacA.21	CDS	dacA	BSU_00100	Penicillin-binding proteins, Membrane proteins, Secreted proteins, Cell shape, Swarming	0.15	not_significant	0.298433061015838
cwlO.5253	CDS	cwlO	BSU_34800	Autolytic activity required for peptidoglycan synthesis (cell elongation), Autolysis, Endopeptidases, Secreted proteins, Cell shape, Swarming	0.15	not_significant	0.165831124034676
glyQ.3802	CDS	glyQ	BSU_25270	Aminoacyl-tRNA synthetases, Essential genes	0.15	not_significant	0.999008656818213
tex.750	CDS	tex	BSU_04780	Phosphorylation on an Arg residue, RNase/ based on similarity	0.14	not_significant	0.999008656818213
yjcF.1765	CDS	yjcF	BSU_11840	Proteins of unknown function, Other highly expressed unknown proteins	0.14	not_significant	0.999008656818213
kinC.2165	CDS	kinC	BSU_14490	Protein kinases, Two-component sensor kinase, Biofilm formation, Membrane proteins, The kinases, The kinases, Phosphorylation on a His residue, Regulation	0.14	not_significant	0.999008656818213
penP.2838	CDS	penP	BSU_18800	Resistance against toxins/ antibiotics, Secreted proteins	0.14	not_significant	0.999008656818213
fhuD.5043	CDS	fhuD	BSU_33320	Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, Secreted proteins	0.14	1.44	0.0039064730517025
ald.4834	CDS	ald	BSU_31930	Utilization of alanine/ serine	0.14	not_significant	0.862969904648063
rpoE.5626	CDS	rpoE	BSU_37160	RNA polymerase	0.14	not_significant	0.544053094199781
gdpP.6118	CDS	gdpP	BSU_40510	Metabolism of signalling nucleotides, Membrane proteins, Targets of (p)ppGpp	0.14	not_significant	0.997994318840914
ydbL.705	CDS	ydbL	BSU_04510	Membrane proteins, Proteins of unknown function	0.14	not_significant	0.999008656818213
gltT.1516	CDS	gltT	BSU_10220	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Membrane proteins, Solute:sodium symporter family, Dicarboxylate/amino acid:cation symporter	0.14	not_significant	0.84325196137063
kimA.676	CDS	kimA	BSU_04320	Membrane proteins, Metal ion transporter, Potassium uptake/ export, Targets of c-di-AMP	0.13	not_significant	0.999008656818213
ohrR.1962	CDS	ohrR	BSU_13150	Transcription factors/ other, Resistance against oxidative and electrophile stress	0.13	not_significant	na
artQ.3613	CDS	artQ	BSU_23970	Biosynthesis/ acquisition of arginine, Membrane proteins, Uptake of amino acids	0.13	not_significant	0.999008656818213
ycdA.439	CDS	ycdA	BSU_02780	Motility and chemotaxis/ other, Membrane proteins	0.13	not_significant	0.999008656818213
yutI.4880	CDS	yutI	BSU_32220	Biosynthesis of iron-sulfur clusters	0.13	not_significant	0.999008656818213
dacC.2768	CDS	dacC	BSU_18350	Penicillin-binding proteins, Secreted proteins	0.13	not_significant	0.999008656818213
mntH.684	CDS	mntH	BSU_04360	Membrane proteins, Metal ion transporter, Manganese	0.13	not_significant	0.999008656818213
yhdF.1405	CDS	yhdF	BSU_09450	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	0.12	not_significant	0.733865687044832
yetK.1102	CDS	yetK	BSU_07210	Membrane proteins, Proteins of unknown function	0.12	not_significant	0.999008656818213
rasP.2484	CDS	rasP	BSU_16560	Control of sigma factors, Membrane proteins, Other genes, Additional proteins involved in proteolysis, Protein secretion	0.12	not_significant	0.999008656818213
csbX.4195	CDS	csbX	BSU_27760	Sporulation proteins/ other, General stress proteins (controlled by SigB), Membrane proteins	0.12	not_significant	0.576483187844096
rppG.4629	CDS	rppG	BSU_30630	DNA repair/ recombination, Sporulation proteins/ other, RNA pyrophosphohydrolase, Oxidized guanine (GO) DNA repair system	0.12	not_significant	0.999008656818213
psdR.5238	CDS	psdR	BSU_34720	Two-component system response regulators, Resistance against toxins/ antibiotics, Phosphorylation on an Asp residue	0.12	not_significant	0.999008656818213
ywnG.5526	CDS	ywnG	BSU_36570	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.12	not_significant	0.999008656818213
ileS.2314	CDS	ileS	BSU_15430	Aminoacyl-tRNA synthetases, Essential genes	0.12	not_significant	0.999008656818213
yhdP.1416	CDS	yhdP	BSU_09550	Membrane proteins, Magnesium uptake/ efflux	0.12	not_significant	0.999008656818213
lytE.1401	CDS	lytE	BSU_09420	Autolytic activity required for peptidoglycan synthesis (cell elongation), Autolysis, Endopeptidases, Cell shape	0.12	not_significant	0.999008656818213
alsT.2737	CDS	alsT	BSU_18120	Membrane proteins, Solute:sodium symporter family, Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Alanine or glycine cation symporter family	0.11	not_significant	0.93040596531998
ykuC.2094	CDS	ykuC	BSU_14030	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.11	not_significant	0.999008656818213
dacA_S11.22	CDS_3'UTR	dacA_S11	BSU_00100	Penicillin-binding proteins, Membrane proteins, Secreted proteins, Cell shape, Swarming	0.11	not_significant	0.44281685792764
speE.5670	CDS	speE	BSU_37500	Metabolism of polyamines	0.11	not_significant	0.640628008796257
carA.1663	CDS	carA	BSU_11230	Biosynthesis/ acquisition of arginine	0.11	not_significant	0.999008656818213
mrpA.4775	CDS	mrpA	BSU_31600	Essential genes, Membrane proteins, Metal ion transporter, Sodium uptake/ export	0.11	not_significant	0.999008656818213
rimM.2404	CDS	rimM	BSU_16020	rRNA modification and maturation, RNases/ Other	0.1	3.86	2.52607150625325e-47
ycnB.604	CDS	ycnB	BSU_03840	Membrane proteins, Metabolism of signalling nucleotides, Other exporters	0.1	not_significant	0.999008656818213
azr.1391	CDS	azr	BSU_09340	Resistance against oxidative and electrophile stress, Resistance against toxic metals	0.1	not_significant	na
tlpA.4719	CDS	tlpA	BSU_31250	Membrane proteins, Membrane-bound chemoreceptors	0.1	not_significant	0.999008656818213
yueF.4808	CDS	yueF	BSU_31800	Membrane proteins, Cell shape	0.1	not_significant	0.999008656818213
ettM.1128	CDS	ettM	BSU_07420	Unknown ABC transporters	0.1	not_significant	0.999008656818213
yocR.2930	CDS	yocR	BSU_19340	Membrane proteins	0.1	not_significant	0.525751718982267
ppsD.2762	CDS	ppsD	BSU_18310	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.1	not_significant	0.999008656818213
ydhK.894	CDS	ydhK	BSU_05790	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	0.1	not_significant	0.942069540117608
rny.2546	CDS	rny	BSU_16960	Biofilm formation, Membrane proteins, Endoribonucleases, Other proteins required for biofilm formation, Quasi-essential genes	0.1	not_significant	0.999008656818213
tcyC.571	CDS	tcyC	BSU_03590	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids	0.1	not_significant	0.999008656818213
clsC.5638	CDS	clsC	BSU_37240	Biosynthesis of phospholipids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	0.1	not_significant	0.0701240887216879
thiU.1976	CDS	thiU	BSU_13240	Biosynthesis/ acquisition of thiamine, Membrane proteins, Class I ECF transporter	0.1	not_significant	0.999008656818213
ywrO.5440	CDS	ywrO	BSU_35990	Electron transport/ other/ based on similarity	0.09	not_significant	0.999008656818213
ytzD.4461	CDS	ytzD	BSU_29430	Proteins of unknown function	0.09	not_significant	0.953170465244718
ppsE.2761	CDS	ppsE	BSU_18300	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.09	not_significant	0.999008656818213
tagU.5384	CDS	tagU	BSU_35650	Export of anionic polymers and attachment to peptidoglycan, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.09	not_significant	0.999008656818213
srfT.564	CDS	srfT	BSU_03530	Membrane proteins, Proteins of unknown function, Efp-dependent proteins	0.09	not_significant	0.999008656818213
pssA.366	CDS	pssA	BSU_02270	Biosynthesis of phospholipids, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.09	not_significant	0.999008656818213
yqzC.3751	CDS	yqzC	BSU_24940	Membrane proteins, Swarming	0.09	not_significant	0.999008656818213
ykaA.1923	CDS	ykaA	BSU_12850	Proteins of unknown function, Other highly expressed unknown proteins	0.09	not_significant	0.724113731082586
rsuA.4555	CDS	rsuA	BSU_30035	rRNA modification and maturation/ based on similarity	0.09	not_significant	0.999008656818213
ndk.3433	CDS	ndk	BSU_22730	Nucleotide metabolism/ other, Phosphorylation on a Ser residue, Phosphorylation on a Thr residue	0.09	not_significant	0.999008656818213
mraY.2275	CDS	mraY	BSU_15190	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Essential genes, Membrane proteins	0.09	not_significant	0.999008656818213
trpB.3423	CDS	trpB	BSU_22640	Biosynthesis/ acquisition of aromatic amino acids	0.09	not_significant	0.78894581212719
mdtR.4980	CDS	mdtR	BSU_32870	Transcription factors/ other, Resistance against toxins/ antibiotics	0.09	not_significant	0.999008656818213
sftA.4523	CDS	sftA	BSU_29805	DNA condensation/ segregation, Other genes	0.09	not_significant	0.999008656818213
liaI.5018	CDS	liaI	BSU_33130	Resistance against oxidative and electrophile stress, Resistance against toxins/ antibiotics, Membrane proteins	0.08	not_significant	0.951719174053797
ypuD.3516	CDS	ypuD	BSU_23300	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.08	not_significant	na
yflA.1180	CDS	yflA	BSU_07750	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins, Other transporters, Alanine or glycine cation symporter family	0.08	not_significant	0.983403269887798
ypjP.3291	CDS	ypjP	BSU_21840	Proteins of unknown function, Other highly expressed unknown proteins	0.08	not_significant	0.999008656818213
yfhP.1290	CDS	yfhP	BSU_08620	Proteins of unknown function, Membrane proteins	0.08	not_significant	0.999008656818213
greA.4115	CDS	greA	BSU_27320	Transcription elongation/ termination, Newly identified competence genes, Other proteins, Swarming	0.08	not_significant	0.999008656818213
metQ.4952	CDS	metQ	BSU_32730	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine, Membrane proteins, Uptake of amino acids, Secreted proteins	0.08	not_significant	0.999008656818213
kinD.2035	CDS	kinD	BSU_13660	Protein kinases, Two-component sensor kinase, Biofilm formation, Membrane proteins, The kinases, The kinases, Phosphorylation on a His residue, Regulation	0.08	not_significant	0.999008656818213
artR.3612	CDS	artR	BSU_23960	Biosynthesis/ acquisition of arginine, Membrane proteins, Uptake of amino acids	0.08	not_significant	0.999008656818213
liaG.5015	CDS	liaG	BSU_33110	Resistance against oxidative and electrophile stress, Resistance against toxins/ antibiotics, Membrane proteins	0.08	not_significant	0.999008656818213
ribZB.5423	CDS	ribZB	BSU_35850	Biosynthesis/ acquisition of riboflavin/ FAD	0.08	not_significant	0.999008656818213
ctpA.2967	CDS	ctpA	BSU_19590	Additional proteins involved in proteolysis, Membrane proteins	0.08	not_significant	0.999008656818213
yitT.1643	CDS	yitT	BSU_11120	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	0.08	not_significant	0.791577061993252
ypiB.3413	CDS	ypiB	BSU_22580	Cell wall/ other	0.07	not_significant	0.999008656818213
ybeC.345	CDS	ybeC	BSU_02120	Membrane proteins, APC superfamily, Biosynthesis/ acquisition of serine/ glycine/ alanine, Utilization of alanine/ serine, Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate	0.07	not_significant	0.999008656818213
xre.1862	CDS	xre	BSU_12510	Transcription factors/ other, PBSX prophage, Essential genes	0.07	not_significant	0.999008656818213
opuCD.5114	CDS	opuCD	BSU_33800	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.07	not_significant	0.705668989724614
yhcX.1380	CDS	yhcX	BSU_09250	Proteins of unknown function	0.07	not_significant	0.999008656818213
sipT.2154	CDS	sipT	BSU_14410	Protein secretion, Membrane proteins	0.07	not_significant	0.999008656818213
cdsA.2481	CDS	cdsA	BSU_16540	Biosynthesis of phospholipids, Essential genes, Membrane proteins	0.07	not_significant	0.999008656818213
yisL.1598	CDS	yisL	BSU_10760	Membrane proteins, Proteins of unknown function	0.07	not_significant	0.999008656818213
recJ.4170	CDS	recJ	BSU_27620	DNA repair/ recombination/ based on similarity, Efp-dependent proteins, Other proteins, DNA replication	0.07	not_significant	0.999008656818213
murJ.4557	CDS	murJ	BSU_30050	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Membrane proteins	0.07	not_significant	0.878823138465625
ccpA.4513	CDS	ccpA	BSU_29740	Transcription factors/ other, Regulators of core metabolism	0.07	not_significant	0.999008656818213
tagV.5366	CDS	tagV	BSU_35520	Export of anionic polymers and attachment to peptidoglycan, Membrane proteins	0.07	not_significant	0.151380210772646
miaB.2552	CDS	miaB	BSU_17010	tRNA modification and maturation	0.07	not_significant	0.999008656818213
ecfT.255	CDS	ecfT	BSU_01470	ECF transporter, Membrane proteins, The general components of the ECF transporters, Swarming	0.07	not_significant	0.999008656818213
yyaK.6167	CDS	yyaK	BSU_40830	Membrane proteins, Proteins of unknown function	0.07	not_significant	0.438747660681453
yugP.4732	CDS	yugP	BSU_31310	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	0.06	not_significant	0.999008656818213
scuA.3278	CDS	scuA	BSU_21750	Terminal oxidases, Membrane proteins	0.06	not_significant	0.999008656818213
prfA.5601	CDS	prfA	BSU_37010	Translation factors, Essential genes	0.06	not_significant	0.999008656818213
asiMA.1412	CDS	asiMA	BSU_09510	Control of sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.06	not_significant	0.999008656818213
yhjE.1553	CDS	yhjE	BSU_10480	Proteins of unknown function, Membrane proteins	0.06	not_significant	0.999008656818213
gatA.1036	CDS	gatA	BSU_06680	Aminoacyl-tRNA synthetases, Essential genes	0.06	not_significant	0.999008656818213
pbtQ.603	CDS	pbtQ	BSU_03830	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, Secreted proteins	0.05	not_significant	0.770065938826828
divIB.2283	CDS	divIB	BSU_15240	Sporulation proteins/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins, Divisome	0.05	not_significant	0.999008656818213
