pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
sdpI.5111	CDS	sdpI	BSU_33780	Toxins, antitoxins and immunity against toxins, Membrane proteins	1.33	1.86589274623438e-08
S907_S908.3608	sRNA_independent	S907_S908	new_2488815_2488968	na	1.3	0.0093815138552053
sdpR.5112	CDS	sdpR	BSU_33790	Transcription factors/ other, Toxins, antitoxins and immunity against toxins	1.3	5.23910219235544e-08
desK.2904	CDS	desK	BSU_19190	Lipid metabolism/ other, Protein kinases, Two-component sensor kinase, Cold stress proteins, Membrane proteins, Phosphorylation on a His residue	1.3	1.25504715216517e-05
desR.2906	CDS	desR	BSU_19200	Lipid metabolism/ other, Two-component system response regulators, Cold stress proteins, Phosphorylation on an Asp residue	1.28	2.64070989399598e-05
citZ.4415	CDS	citZ	BSU_29140	TCA cycle, Phosphorylation on a Ser residue	1.28	1.0253206566714098e-11
yocC_yocD.2902	intergenic_UTR	yocC_yocD	BSU_19160	Proteins of unknown function	1.27	1.49925063608402e-05
S375.1568	S_feature	S375	new_1130705_1131082	na	1.25	0.0001055255095937
refZ.4490	CDS	refZ	BSU_29630	Sporulation proteins/ other, Other genes	1.25	0.0006256832413124
edmS.5425	CDS	edmS	BSU_35870	Capsule biosynthesis and degradation, Membrane proteins	-1.22	0.0139262032303558
walM.971	CDS	walM	BSU_06250	Cell wall/ other, Secreted proteins	1.2	0.0330310107822098
comS_srfAC.560	intergenic_UTR	comS_srfAC	BSU_03500	Genetic competence, Genetic competence, Short peptides	-1.19	8.55253055715396e-05
mneP.851	CDS	mneP	BSU_05470	Metal ion exporters, Manganese, Membrane proteins	1.18	0.0149702615813476
pksL.2577	CDS	pksL	BSU_17190	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.17	4.6886483747182605e-09
S25.71	sRNA_independent	S25	new_47673_50019_c	na	-1.17	1.74571145463451e-05
ywpD.5497	CDS	ywpD	BSU_36350	Protein kinases, Two-component sensor kinase, Phosphorylation on a His residue	1.17	0.0163791032233752
comS.559	CDS	comS	BSU_03500	Genetic competence, Genetic competence, Short peptides	-1.17	0.0003887053904453
skiX.2146	CDS	skiX	BSU_14350	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins	-1.16	4.45014097705831e-07
S797.3177	sRNA_independent	S797	new_2221793_2222297	na	1.15	0.0009512814112858
rapA.1852	CDS	rapA	BSU_12430	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Phosphatases controlling the phosphorelay, Phosphatases controlling the phosphorelay	1.15	3.13487002258582e-08
yrzH.4200	CDS	yrzH	BSU_27800	Proteins of unknown function	1.14	0.0079912474273555
aapA.4073	CDS	aapA	BSU_27090	APC superfamily	1.14	0.000335603413081
srfAB.557	CDS	srfAB	BSU_03490	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Swarming	-1.13	0.0001244227812564
capB.5429	CDS	capB	BSU_35900	Capsule biosynthesis and degradation	-1.12	0.0007181340823035
pksM.2578	CDS	pksM	BSU_17200	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.11	4.05150534641216e-07
frlN.4931	CDS	frlN	BSU_32590	Utilization of amino sugars, Utilization of amino sugars, Membrane proteins, Uptake of carbon sources	-1.09	0.0232779883438929
bpr.2291	CDS	bpr	BSU_15300	Utilization of proteins, Extracellular feeding proteases, Secreted proteins	-1.09	0.0082466566355209
srfAA.555	CDS	srfAA	BSU_03480	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Swarming	-1.08	9.50109463614331e-05
ytvB.4589	CDS	ytvB	BSU_30330	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	1.07	0.0012745069915969
rghRA.5091	CDS	rghRA	BSU_33660	Transcription factors/ other, phosphorelay, phosphorelay	1.06	0.0025881954623528
ytnP.4535	CDS	ytnP	BSU_29890	Resistance against toxins/ antibiotics, Phosphorylation on a Ser residue	-1.06	0.0001327254154523
S1234.4855	S_feature	S1234	new_3298930_3299376	na	1.05	0.044013614952091
fliL_fliM.2451	intergenic_UTR	fliL_fliM	BSU_16300	Flagellar proteins, Membrane proteins, Swarming	-1.04	0.0001586178852188
srfAA_comS.558	intergenic_UTR	srfAA_comS	BSU_03480	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Swarming	-1.04	0.0004466695109459
S876.3486	S_feature	S876	new_2412975_2413587	na	1.03	0.0305132037927119
yjfA.1810	CDS	yjfA	BSU_12110	Sporulation proteins/ other, Secreted proteins	1.03	3.40615471229316e-06
pksJ.2576	CDS	pksJ	BSU_17180	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.03	5.72520977919716e-07
S1294.5107	S_feature	S1294	new_3465665_3466067_c	na	1.02	1.34218203855254e-07
yfkN.1192	CDS	yfkN	BSU_07840	Secreted proteins, Metabolism of signalling nucleotides	1.02	1.70138140667249e-05
cidB.5788	CDS	cidB	BSU_38330	Membrane proteins, Proteins of unknown function	-1.02	0.0144320960812448
thrZ.5680	CDS	thrZ	BSU_37560	Aminoacyl-tRNA synthetases	-1.02	0.0045315643826029
bscR_yrhH.4086	intergenic_UTR	bscR_yrhH	BSU_27170	Electron transport/ other, Lipid metabolism/ other, Transcription factors/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-1.02	0.0038863678900979
yhjN.1569	CDS	yhjN	BSU_10570	Membrane proteins, Proteins of unknown function	1.02	0.0009259707570318
skiY.2147	CDS	skiY	BSU_14360	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins, Export of peptides	-1.01	1.42314746104733e-05
S1269.4997	S_feature	S1269	new_3385699_3386762_c	na	1.01	0.0039671216456355
S126_srfAA.556	sRNA_5UTR	S126_srfAA	new_376667_376967	na	-1.01	0.0031834632283927
thiC.1314	CDS	thiC	BSU_08790	Biosynthesis/ acquisition of thiamine, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Phosphorylation on a Tyr residue	-1.01	0.0301307646880122
yceC_yceD.460	intergenic_UTR	yceC_yceD	BSU_02890	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxic metals/ based on similarity	-1.01	0.0004091117262182
srfAC.561	CDS	srfAC	BSU_03510	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on a Ser residue, Swarming	-1.0	0.0009259707570318
yraJ.4048	CDS	yraJ	BSU_26920	Proteins of unknown function	-1.0	0.0305132037927119
hutI.5946	CDS	hutI	BSU_39370	Utilization of histidine	-0.99	0.0314056443483929
S1292.5103	sRNA_independent	S1292	new_3463734_3464253_c	na	0.98	0.0039457506478318
queG.1332	CDS	queG	BSU_08910	tRNA modification and maturation	0.98	0.0020454334881702
fliM.2452	CDS	fliM	BSU_16310	Flagellar proteins, Membrane proteins, Swarming	-0.98	3.06568918907788e-06
eag.2034	CDS	eag	BSU_13650	Proteins of unknown function	0.97	0.0245958470812856
ydjH.963	CDS	ydjH	BSU_06200	Membrane proteins, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.97	1.70138140667249e-05
capA.5426	CDS	capA	BSU_35880	Capsule biosynthesis and degradation	-0.96	0.0163791032233752
nupG.5889	CDS	nupG	BSU_39020	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Nucleotide/ nucleoside transporter	0.96	5.76392535497632e-05
yobD.2847	CDS	yobD	BSU_18850	Transcription factor/ other/ based on similarity	0.95	0.0234743264854203
proJ.2783	CDS	proJ	BSU_18470	Biosynthesis/ acquisition of proline, Coping with hyper-osmotic stress	0.95	0.0016955638098918
cimH.5851	CDS	cimH	BSU_38770	Utilization of organic acids, Membrane proteins, Transporter for organic acids	-0.95	8.55253055715396e-05
rghRB.5092	CDS	rghRB	BSU_33670	Transcription factor/ other/ based on similarity	0.95	0.0172241609492288
ydjG.962	CDS	ydjG	BSU_06190	Membrane proteins, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.95	1.76502497100106e-05
S1221.4810	S_feature	S1221	new_3263786_3264226_c	na	0.95	0.0005017153215897
yceG.467	CDS	yceG	BSU_02930	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.95	1.04006126644439e-06
S1334.5294	S_feature	S1334	new_3602548_3602655	na	0.94	0.0332134385612256
comFA.5358	CDS	comFA	BSU_35470	Genetic competence, Genetic competence, Membrane proteins, Phosphorylation on an Arg residue	0.94	0.0002613283463561
yqzM.3851	CDS	yqzM	BSU_25569	Proteins of unknown function	0.94	0.0401698179768777
yxlG.5837	CDS	yxlG	BSU_38650	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Export of peptides	-0.93	0.0228749852754615
pksN.2579	CDS	pksN	BSU_17210	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.93	1.19858579671263e-05
yckC.542	CDS	yckC	BSU_03390	Sporulation proteins/ other, Membrane proteins	0.93	0.004649438895186
yueE.4814	CDS	yueE	BSU_31830	Proteins of unknown function	0.92	0.0001932841127963
proH.2784	CDS	proH	BSU_18480	Biosynthesis/ acquisition of proline, Coping with hyper-osmotic stress	0.91	0.0005243438736197
icd_citZ.4414	intergenic_UTR	icd_citZ	BSU_29130	TCA cycle, Phosphorylation on an Arg residue, Phosphorylation on either a Ser, Thr or Tyr residue	0.91	8.61263463384177e-06
fliY.2453	CDS	fliY	BSU_16320	Flagellar proteins, Membrane proteins, Phosphorylation on an Arg residue, Additional chemotaxis signal transduction and regulatory proteins, Protein phosphatases, Swarming	-0.9	1.25504715216517e-05
pksR.2581	CDS	pksR	BSU_17220	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.89	1.14526734237676e-05
yceH.468	CDS	yceH	BSU_02940	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.89	2.36493504356713e-05
dppD.1937	CDS	dppD	BSU_12950	Utilization of peptides, Membrane proteins, Uptake of peptides, Efp-dependent proteins	-0.89	0.0144320960812448
pksI.2575	CDS	pksI	BSU_17170	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.88	0.0082466566355209
yxlA.5843	CDS	yxlA	BSU_38710	Biosynthesis/ acquisition of nucleotides/ other/ based on similarity, Membrane proteins, Nucleotide/ nucleoside transporter	0.87	7.9850401243457e-05
S1244.4877	S_feature	S1244	new_3308369_3308785	na	0.87	0.0262683233789085
yqjL.3593	CDS	yqjL	BSU_23830	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress	-0.87	0.0005243438736197
yocD.2901	CDS	yocD	BSU_19170	Toxins, antitoxins and immunity against toxins/ based on similarity	0.86	0.0001138061162883
yceD.461	CDS	yceD	BSU_02900	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxic metals/ based on similarity, Membrane proteins	-0.85	1.18290008733416e-05
ydjN.974	CDS	ydjN	BSU_06260	Proteins of unknown function, Secreted proteins	0.84	0.0219392462465724
ypzA.3311	CDS	ypzA	BSU_21950	Sporulation proteins/ other	0.84	0.000335603413081
cwlO.5253	CDS	cwlO	BSU_34800	Autolytic activity required for peptidoglycan synthesis (cell elongation), Autolysis, Endopeptidases, Secreted proteins, Cell shape, Swarming	0.84	8.56345960823533e-07
speB_speE.5669	intergenic_UTR	speB_speE	BSU_37490	Metabolism of polyamines	0.83	0.015327798224688
ymzD.2561	CDS	ymzD	BSU_17060	Membrane proteins, Proteins of unknown function	0.83	0.0163696530317883
yceC.459	CDS	yceC	BSU_02890	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxic metals/ based on similarity	-0.82	0.0184424194422793
skiW_skiX.2145	intergenic_UTR	skiW_skiX	BSU_14340	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins	-0.82	0.0070348825434645
srfAC_srfAD.562	intergenic_UTR	srfAC_srfAD	BSU_03510	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on a Ser residue, Swarming	-0.82	0.0220957045728024
yxiF.5919	CDS	yxiF	BSU_39210	Proteins of unknown function	-0.82	0.0007628313841066
yxeF.5975	CDS	yxeF	BSU_39570	Proteins of unknown function	0.81	0.0040069451914369
yabE.70	CDS	yabE	BSU_00400	Cell wall/ other/ based on similarity	0.81	0.0009628871949233
pspA_ydjG.961	intergenic_UTR	pspA_ydjG	BSU_06180	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	-0.81	0.0003548962487166
S1184.4688	S_feature	S1184	new_3183217_3183608	na	0.8	0.0077794854624469
ppsC.2764	CDS	ppsC	BSU_18320	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.8	0.0002104907488814
rapA.1851	putative_sRNA	rapA	BSU_12430	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Phosphatases controlling the phosphorelay, Phosphatases controlling the phosphorelay	0.8	0.0005017153215897
pksG.2573	CDS	pksG	BSU_17150	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.79	0.0045611780446484
disA.152	CDS	disA	BSU_00880	Metabolism of signalling nucleotides, Sporulation/ other, General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Heat shock proteins, Other genes	-0.78	0.0019731026713618
srfAD.563	CDS	srfAD	BSU_03520	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Swarming	-0.78	0.0327801482128426
YP_009513940.413	CDS	YP_009513940	na	na	0.78	0.0355544145552073
yusU_feuV.4988	intergenic_UTR	yusU_feuV	BSU_32930	Proteins of unknown function	0.78	0.0118258071825154
yceF_yceG.466	intergenic_UTR	yceF_yceG	BSU_02920	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Manganese	-0.78	0.0016590661919149
spoIIE.111	CDS	spoIIE	BSU_00640	Protein phosphatases, Control of sigma factors, Membrane proteins	0.78	0.0324304481034572
ypbG.3472	CDS	ypbG	BSU_22980	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.77	0.0057459105856795
lctE.484	CDS	lctE	BSU_03050	Overflow metabolism, Phosphorylation on a Tyr residue	-0.77	0.0347733333658125
yxlF.5838	CDS	yxlF	BSU_38660	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Export of peptides	-0.77	0.0490421176872934
pksH.2574	CDS	pksH	BSU_17160	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.77	0.0448837155277211
comK.1543	CDS	comK	BSU_10420	Genetic competence, Transcription factors/ other, Genetic competence, Phosphorylation on an Arg residue	0.76	0.0070296187846357
floT.4683	CDS	floT	BSU_31010	Membrane dynamics, Biofilm formation, Sporulation/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Other proteins required for biofilm formation	-0.76	0.0001479637480836
S1296.5110	sRNA_independent	S1296	new_3466157_3466342_c	na	0.75	0.0023009844312708
yusE.4960	CDS	yusE	BSU_32770	Electron transport/ other/ based on similarity	0.75	0.0036795448665023
murB.2281	CDS	murB	BSU_15230	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Sporulation proteins/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Cell shape	-0.75	0.0036680448969509
xkdO.1894	CDS	xkdO	BSU_12680	PBSX prophage	-0.75	0.0451731698846818
murG.2280	CDS	murG	BSU_15220	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Sporulation proteins/ other, Essential genes, Membrane proteins	-0.74	0.0093815138552053
leuC_leuB.4274	intergenic_UTR	leuC_leuB	BSU_28260	Biosynthesis/ acquisition of branched-chain amino acids, Phosphorylation on an Arg residue	-0.74	0.0032531663978691
yjoB.1850	CDS	yjoB	BSU_12420	Cell division/ based on similarity, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.73	0.0088358307211355
cheV.2091	CDS	cheV	BSU_14010	Control of response regulators/ other, Phosphorylation on an Asp residue, Coupling proteins, Other proteins required for efficient pellicle biofilm formation	-0.73	1.92175016335805e-05
ppsD.2762	CDS	ppsD	BSU_18310	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.73	0.0010190636739221
yceD_yceE.462	intergenic_UTR	yceD_yceE	BSU_02900	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxic metals/ based on similarity, Membrane proteins	-0.73	0.004754097313124
skiZ.2148	CDS	skiZ	BSU_14370	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins, Export of peptides	-0.72	0.0015633526474571
ydeH.812	CDS	ydeH	BSU_05200	Proteins of unknown function	0.72	0.0377624317993149
yebC.993	CDS	yebC	BSU_06380	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	-0.72	0.0005017153215897
pyrD.2330	CDS	pyrD	BSU_15540	Biosynthesis/ acquisition of pyrimidine nucleotides	-0.71	0.0041181989016808
ppsE.2761	CDS	ppsE	BSU_18300	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.71	0.0016955638098918
mleN.3555	CDS	mleN	BSU_23560	Utilization of organic acids, Membrane proteins, Transporter for organic acids	-0.71	0.033143500466582
sbcE.1469	CDS	sbcE	BSU_09920	DNA repair/ recombination, Other proteins	-0.71	0.0465753496370415
S829.3310	S_feature	S829	new_2308165_2308470	na	0.71	0.0020454334881702
bscR.4085	CDS	bscR	BSU_27170	Electron transport/ other, Lipid metabolism/ other, Transcription factors/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.71	0.0089213943392058
fliL.2450	CDS	fliL	BSU_16300	Flagellar proteins, Membrane proteins, Swarming	-0.7	0.0118258071825154
ydeI.813	CDS	ydeI	BSU_05210	Proteins of unknown function	0.7	0.013771963154106
nfeDB.4684	CDS	nfeDB	BSU_31020	Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	-0.7	0.0001868361020144
S969.3873	S_feature	S969	new_2647863_2648916	na	0.7	0.0447358445214912
bcbE.2530	CDS	bcbE	BSU_16825	Acquisition of iron / Other, Membrane proteins, Siderophore exporters, Acquisition of iron / Other, Newly identified sporulation proteins (based on transcription profiling)	0.7	0.0304930889440142
S1146.4537	sRNA_3UTR	S1146	new_3060225_3060673_c	na	0.7	0.0454418458810285
ypuA.3530	CDS	ypuA	BSU_23370	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.69	0.0004475449973683
yjbC.1703	CDS	yjbC	BSU_11490	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress	-0.69	0.0012074017764093
cypX.5293	CDS	cypX	BSU_35060	Acquisition of iron / Other, Acquisition of iron / Other	0.68	0.035676838898541
pspA.960	CDS	pspA	BSU_06180	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	-0.68	0.0016955638098918
hutP.5942	putative_sRNA	hutP	BSU_39340	Utilization of histidine, RNA binding regulators	-0.68	0.0461660418594221
yceE.463	CDS	yceE	BSU_02910	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxic metals/ based on similarity, Phosphorylation on an Arg residue	-0.68	0.000325673966972
yebA.988	CDS	yebA	BSU_06350	Membrane proteins, Proteins of unknown function, Swarming	-0.68	0.0237185198400028
S1182_yuaI.4680	CDS_3'UTR	S1182_yuaI	new_3178934_3179900_c	na	-0.67	0.0193168071163359
csbA.5315	CDS	csbA	BSU_35180	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-0.67	0.0081833175325701
ydjP_yeaA.980	intergenic_UTR	ydjP_yeaA	BSU_06280	Sporulation proteins/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Poorly characterized/ putative enzymes	-0.67	0.0493009393002343
maeC.4533	CDS	maeC	BSU_29880	Utilization of organic acids	-0.67	0.0089213943392058
mgtE.1984	CDS	mgtE	BSU_13300	Membrane proteins, Metal ion transporter, Magnesium uptake/ efflux, Essential genes, Targets of c-di-AMP	0.66	0.0040120857495391
S1270.5000	sRNA_independent	S1270	new_3386852_3387780_c	na	0.65	0.0094908500844445
hutP.5943	CDS	hutP	BSU_39340	Utilization of histidine, RNA binding regulators	-0.65	0.0342086308126317
leuC.4273	CDS	leuC	BSU_28260	Biosynthesis/ acquisition of branched-chain amino acids, Phosphorylation on an Arg residue	-0.65	0.0413378890616378
rlmG.180	CDS	rlmG	BSU_01060	Proteins of unknown function	0.65	0.0152950158193374
ntdR.1567	CDS	ntdR	BSU_10560	Biosynthesis of antibacterial compounds, Transcription factors/ other, Biosynthesis of antibacterial compounds	0.65	0.0144635507869785
ykuH.2104	CDS	ykuH	BSU_14080	Membrane proteins, Proteins of unknown function	0.65	0.0084364873856829
rsgI.2005	CDS	rsgI	BSU_13460	Control of sigma factors, Heat shock proteins, Membrane proteins	0.64	0.0152950158193374
nrdI.2605	CDS	nrdI	BSU_17370	Biosynthesis/ acquisition of nucleotides/ other, Essential genes	0.64	0.0041230650121269
yusD.4958	CDS	yusD	BSU_32760	Proteins of unknown function	0.64	0.0089213943392058
mdtP.4981	CDS	mdtP	BSU_32880	Resistance against toxins/ antibiotics, Membrane proteins, Carbohydrate transporter	-0.64	0.0083672443117244
rapH.1060	CDS	rapH	BSU_06830	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Phosphatases controlling the phosphorelay, Phosphatases controlling the phosphorelay	0.63	0.0070348825434645
spo0B.4222	CDS	spo0B	BSU_27930	The phosphotransferases, The phosphotransferases, Phosphorylation on a His residue	0.63	0.0031834632283927
yobE.2852	CDS	yobE	BSU_18880	Protein secretion/ based on similarity	0.63	0.0447358445214912
yusF.4961	CDS	yusF	BSU_32780	Proteins of unknown function	0.63	0.0091707243818425
yobF.2853	CDS	yobF	BSU_18890	Proteins of unknown function	0.62	0.0301307646880122
ktrD.2010	CDS	ktrD	BSU_13500	Coping with hyper-osmotic stress, Membrane proteins, Metal ion transporter, Potassium uptake/ export	0.61	0.0208343672474081
abbA_ykuL.2115	intergenic_UTR	abbA_ykuL	BSU_14120	Control of transcription factor (other than two-component system)	0.61	0.0419351272651664
S1368_S1369.5397	sRNA_independent	S1368_S1369	new_3671623_3672496_c	na	0.61	0.0329786906322679
speD.4394	CDS	speD	BSU_29010	Metabolism of polyamines, Biofilm formation, Other proteins required for biofilm formation	0.61	0.005906124819397
skiW.2144	CDS	skiW	BSU_14340	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins	-0.6	0.0024514292441516
sucC_sucD.2415	intergenic_UTR	sucC_sucD	BSU_16090	TCA cycle, Substrate-level phosphorylation, Phosphorylation on a Ser residue	-0.6	0.0377624317993149
yvlA.5309	CDS	yvlA	BSU_35130	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	-0.6	0.0144635507869785
S1295.5109	S_feature	S1295	new_3466069_3466155_c	na	0.59	0.0368049446041808
nupO.4769	CDS	nupO	BSU_31550	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-0.59	0.0413378890616378
pelA.1152	CDS	pelA	BSU_07560	Utilization of other polymeric carbohydrates, Secreted proteins	-0.59	0.0152950158193374
