pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
ydaM.671	CDS	ydaM	BSU_04300	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-0.8	0.0034249269624132
yflT.1150	CDS	yflT	BSU_07550	General stress proteins (controlled by SigB)	-0.8	2.5308058900890803e-10
opuCA.5117	CDS	opuCA	BSU_33830	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection, Targets of c-di-AMP	-0.79	0.0010152845915884
ydaL.670	CDS	ydaL	BSU_04290	General stress proteins (controlled by SigB), Membrane proteins	-0.78	0.0015817863638887
S365.1542	S_feature	S365	new_1116857_1117712_c	na	-0.77	0.0198458268677565
yvgO.5056	CDS	yvgO	BSU_33410	General stress proteins (controlled by SigB), Secreted proteins	-0.76	3.0216795453733904e-09
amtB.5519	CDS	amtB	BSU_36510	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Membrane proteins, Uptake of other small ions	0.75	0.0093848147913702
gsiB_ydbB.690	intergenic_UTR	gsiB_ydbB	BSU_04400	General stress proteins (controlled by SigB)	-0.75	6.69545862030396e-07
poxB.678	CDS	poxB	BSU_04340	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes, Membrane proteins, Utilization of organic acids	-0.74	3.0216795453733904e-09
yybO.6130	CDS	yybO	BSU_40570	Membrane proteins	-0.74	0.024938207048383
yrzH.4200	CDS	yrzH	BSU_27800	Proteins of unknown function	0.72	0.014501747243395
mnmE.6201	CDS	mnmE	BSU_41020	tRNA modification and maturation, GTP-binding proteins	0.72	1.28681934247291e-09
opuCD.5114	CDS	opuCD	BSU_33800	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	-0.72	0.0041742120749273
ohrB.1963	CDS	ohrB	BSU_13160	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.71	2.5308058900890803e-10
gsiB.689	CDS	gsiB	BSU_04400	General stress proteins (controlled by SigB)	-0.71	2.06076864501942e-07
ydaG.659	CDS	ydaG	BSU_04220	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.71	1.3085638807217099e-11
yocB.2899	CDS	yocB	BSU_19150	General stress proteins (controlled by SigB)	-0.71	7.61184987222828e-05
S536.2194	sRNA_independent	S536	new_1537029_1537112	na	-0.71	0.0053205387224769
nasE.524	CDS	nasE	BSU_03290	Anaerobic respiration, Utilization of nitrate/ nitrite	0.7	0.0070246050832121
S1358.5365	S_feature	S1358	new_3647109_3647701_c	na	-0.69	0.0086605841785972
nasE_nasD.525	intergenic_UTR	nasE_nasD	BSU_03290	Anaerobic respiration, Utilization of nitrate/ nitrite	0.69	0.0086605841785972
sufLB.1193	CDS	sufLB	BSU_07850	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.68	4.28374104497798e-06
comS.559	CDS	comS	BSU_03500	Genetic competence, Genetic competence, Short peptides	-0.67	0.0011386161254363
lyxE.657	CDS	lyxE	BSU_04200	Utilization of other pentoses and hexoses, General stress proteins (controlled by SigB)	-0.66	0.0021140634756479
opuCC.5115	CDS	opuCC	BSU_33810	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	-0.66	0.0049838215187677
YP_009513940.413	CDS	YP_009513940	na	na	-0.66	0.0017128512852309
S164.732	sRNA_independent	S164	new_519561_520160_c	na	-0.66	0.0015037795975579
yxiS_katE.5894	intergenic_UTR	yxiS_katE	BSU_39040	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.66	0.0004872550247135
ydhK.894	CDS	ydhK	BSU_05790	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.66	0.0001703779477789
S572.2356	S_feature	S572	new_1643910_1644485_c	na	-0.65	0.0224347012583223
ybfH.358	CDS	ybfH	BSU_02210	Membrane proteins, Proteins of unknown function	-0.64	0.0017128512852309
bofC.4194	CDS	bofC	BSU_27750	Control of sigma factors, Sporulation proteins/ other, General stress proteins (controlled by SigB)	-0.64	0.0076884407994424
S272.1182	S_feature	S272	new_846186_849552	na	-0.64	5.65387917299387e-06
yoxC.2787	CDS	yoxC	BSU_18510	General stress proteins (controlled by SigB)	-0.62	0.0001377790547825
yuxJ.4761	CDS	yuxJ	BSU_31480	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	-0.62	0.0059283904501766
opuCB.5116	CDS	opuCB	BSU_33820	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	-0.62	0.0394432537863041
ybfI.360	CDS	ybfI	BSU_02220	Transcription factor/ other/ based on similarity	-0.61	0.011991726962307
katE.5895	CDS	katE	BSU_39050	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.61	4.50517599814279e-10
yoxB.2788	CDS	yoxB	BSU_18520	General stress proteins (controlled by SigB)	-0.61	0.0010190747704496
ycbP.414	CDS	ycbP	BSU_02590	General stress proteins (controlled by SigB), Membrane proteins	-0.61	0.0001921922009519
nasF_nasE.523	intergenic_UTR	nasF_nasE	BSU_03280	Anaerobic respiration, Utilization of nitrate/ nitrite	0.61	0.0357188035280301
yxiS.5893	CDS	yxiS	BSU_39040	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.61	0.0001053527987825
nasF.521	CDS	nasF	BSU_03280	Anaerobic respiration, Utilization of nitrate/ nitrite	0.6	0.0379915227882555
S1225.4824	S_feature	S1225	new_3273703_3274665	na	-0.6	0.0142304711750069
sleL.34	CDS	sleL	BSU_00160	General stress proteins (controlled by SigB), Class I	-0.6	0.0215612384135064
yqhB.3724	CDS	yqhB	BSU_24750	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins, Magnesium uptake/ efflux	-0.6	0.0066338800967098
S1495.5873	sRNA_independent	S1495	new_3996377_3996599	na	0.59	0.0102607376244467
tapA.3710	CDS	tapA	BSU_24640	Biofilm formation, Membrane proteins, Amyloid protein synthesis, secretion and assembly	0.59	0.0004872550247135
ycdG.451	CDS	ycdG	BSU_02840	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-0.59	0.0012074194709576
S1477_gspA.5802	CDS_3'UTR	S1477_gspA	new_3943322_3944525_c	na	-0.56	0.0142954634485278
yerD.1023	CDS	yerD	BSU_06590	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins, Poorly characterized/ putative enzymes	-0.56	0.0033471246213932
hemY.1506	CDS	hemY	BSU_10140	Biosynthesis of heme/ siroheme, Membrane proteins	0.56	0.0034249269624132
cutI_cutJ.617	intergenic_UTR	cutI_cutJ	BSU_03940	Membrane proteins, Copper	0.56	0.0145137156090955
cutI.616	CDS	cutI	BSU_03940	Membrane proteins, Copper	0.56	0.0029771304780142
ywsB.5437	CDS	ywsB	BSU_35970	General stress proteins (controlled by SigB)	-0.55	0.0013085931879608
ytaB.4670	CDS	ytaB	BSU_30930	General stress proteins (controlled by SigB)	-0.55	0.0088196753055544
rbn.1199	CDS	rbn	BSU_07900	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-0.55	2.90257906500924e-06
yomL.3216	CDS	yomL	BSU_21320	SP-beta prophage, Proteins of unknown function	-0.54	0.0033848647639576
cypD.1106	CDS	cypD	BSU_07250	Electron transport/ other, Lipid metabolism/ other, Newly identified sporulation proteins (based on transcription profiling)	-0.54	0.0403507936858759
ywzA.5764	CDS	ywzA	BSU_38180	General stress proteins (controlled by SigB)	-0.54	0.0002532535360209
S1418.5552	sRNA_independent	S1418	new_3774188_3774399_c	na	-0.54	0.0433630133500361
opuE.1033	CDS	opuE	BSU_06660	General stress proteins (controlled by SigB), Coping with hyper-osmotic stress, Membrane proteins, Solute:sodium symporter family, Uptake of compatible solutes, Sodium-solute symporter	-0.54	0.0006019048509142
yfkD.1204	CDS	yfkD	BSU_07930	General stress proteins (controlled by SigB), Sporulation proteins/ other	-0.53	0.0010190747704496
ywmE.5553	CDS	ywmE	BSU_36720	General stress proteins (controlled by SigB), Membrane proteins	-0.53	0.0149811611371913
yumB.4861	CDS	yumB	BSU_32100	Newly identified sporulation proteins (based on transcription profiling)	-0.53	0.0027513123700311
ykzI.2195	CDS	ykzI	BSU_14660	General stress proteins (controlled by SigB)	-0.53	0.0121306121067802
comS_srfAC.560	intergenic_UTR	comS_srfAC	BSU_03500	Genetic competence, Genetic competence, Short peptides	-0.52	0.0042759041605174
yxbG.6015	CDS	yxbG	BSU_39840	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-0.52	0.0008209797374524
tboH.4161	transcript	tboH	BSU_misc_RNA_42	na	0.52	0.0010818259487767
ycdF.450	CDS	ycdF	BSU_02830	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-0.52	0.0487256526857794
S555.2267	sRNA_independent	S555	new_1581224_1582676_c	na	-0.52	0.0029771304780142
yoaA.2789	CDS	yoaA	BSU_18530	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-0.51	0.005434889629811
trmF.6199	CDS	trmF	BSU_41010	tRNA modification and maturation	0.51	0.0005274920102568
yflA.1180	CDS	yflA	BSU_07750	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins, Other transporters, Alanine or glycine cation symporter family	-0.51	0.0052359448500552
sipU.629	CDS	sipU	BSU_04010	Protein secretion, Membrane proteins	0.51	0.0159271799170921
yxnA.6036	CDS	yxnA	BSU_40000	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-0.51	0.0053214500520958
hemH_hemY.1505	intergenic_UTR	hemH_hemY	BSU_10130	Biosynthesis of heme/ siroheme	0.5	0.0387725418064064
yfkI.1198	CDS	yfkI	BSU_07890	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.5	0.0010152845915884
srfAB.557	CDS	srfAB	BSU_03490	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Swarming	-0.5	0.0056254536590084
liaH.5016	CDS	liaH	BSU_33120	Resistance against oxidative and electrophile stress, Resistance against toxins/ antibiotics, Protein secretion	0.5	0.004907788949181
csbA_S1343.5316	sRNA_5UTR	csbA_S1343	BSU_35180	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-0.5	0.0123214097707691
glpK.1386	CDS	glpK	BSU_09290	Utilization of glycerol/ glycerol-3-phosphate, Phosphorylation on a His residue	-0.5	0.0002729957583179
hemH_hemY.1504	CDS	hemH_hemY	BSU_10130	Biosynthesis of heme/ siroheme	0.5	0.0102250934892108
rsbX.744	CDS	rsbX	BSU_04740	Protein phosphatases, Control of sigma factors, General stress proteins (controlled by SigB)	-0.5	2.68122708789457e-06
yfkJ.1197	CDS	yfkJ	BSU_07880	Protein phosphatases, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.5	0.0073175152086206
S275.1200	sRNA_independent	S275	new_863681_863837	na	-0.49	0.0106735804751991
csbC.6012	CDS	csbC	BSU_39810	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins, Other transporters	-0.49	0.0086605841785972
gspA.5803	CDS	gspA	BSU_38430	General stress proteins (controlled by SigB)	-0.48	0.0200273618975665
ddaH.1946	CDS	ddaH	BSU_13020	General stress proteins (controlled by SigB)	-0.48	0.025535157675657
srfAA_comS.558	intergenic_UTR	srfAA_comS	BSU_03480	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Swarming	-0.46	0.0111918263719493
ykoM.1989	CDS	ykoM	BSU_13340	Transcription factor/ other/ based on similarity, Phosphorylation on an Arg residue	-0.46	0.0457814325887079
bmrU.3617	CDS	bmrU	BSU_24000	General stress proteins (controlled by SigB), Resistance against toxins/ antibiotics	-0.46	0.0034039081274716
sigB.743	CDS	sigB	BSU_04730	Sigma factors, Sigma factors, General stress proteins (controlled by SigB)	-0.46	2.7619781406124e-05
csbA.5315	CDS	csbA	BSU_35180	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-0.46	0.0086605841785972
nhaX.1435	CDS	nhaX	BSU_09690	General stress proteins (controlled by SigB)	-0.45	0.0169544547002526
bmr.3618	CDS	bmr	BSU_24010	General stress proteins (controlled by SigB), Resistance against toxins/ antibiotics, Other exporters, Membrane proteins	-0.45	8.54522451607675e-05
S928_mgsR.3728	CDS_3'UTR	S928_mgsR	new_2563803_2563987_c	na	-0.45	0.0018057656995877
ydhE.885	CDS	ydhE	BSU_05720	Resistance against toxins/ antibiotics/ based on similarity	0.45	0.0053214500520958
maeS.1153	CDS	maeS	BSU_07570	Utilization of organic acids, Membrane proteins, Transporter for organic acids	-0.44	0.0437372847579131
brxJ.4516	CDS	brxJ	BSU_29760	General stress proteins (controlled by SigB), Phosphorylation on either a Ser, Thr or Tyr residue	-0.44	0.0001167294162978
bacC.5702	CDS	bacC	BSU_37720	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.44	0.0025845575441151
yfhK.1282	CDS	yfhK	BSU_08570	General stress proteins (controlled by SigB)	-0.43	0.0070177711049453
srfAA.555	CDS	srfAA	BSU_03480	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Swarming	-0.43	0.030347737457932
epsK.5179	CDS	epsK	BSU_34265	Biofilm formation, Membrane proteins, Other exporters, Matrix polysaccharide synthesis	0.43	0.0202522132623486
sunA.3236	CDS	sunA	BSU_21480	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Toxins, antitoxins and immunity against toxins, SP-beta prophage, Secreted proteins, Toxins, antitoxins and immunity/ Additional genes	0.43	0.0077111108198192
epsL_epsK.5178	CDS	epsL_epsK	BSU_34250	Biofilm formation, Membrane proteins, Matrix polysaccharide synthesis	0.43	0.0269257847980136
yvrE.5026	CDS	yvrE	BSU_33200	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-0.42	0.0021665042237924
S1290.5097	sRNA_independent	S1290	new_3460206_3462957	Other regulators, Regulatory RNAs	-0.42	0.0001181923245329
srfAC.561	CDS	srfAC	BSU_03510	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins, Phosphorylation on a Ser residue, Swarming	-0.42	0.0105138572776868
bacD.5701	CDS	bacD	BSU_37710	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.42	0.0203708161752919
yqxL.3723	CDS	yqxL	BSU_24740	General stress proteins (controlled by SigB), Membrane proteins, Metal ion transporter, Metal ion homeostasis/ Other	-0.41	0.0351399722596423
sipW.3709	CDS	sipW	BSU_24630	Protein secretion, Biofilm formation, Membrane proteins, Amyloid protein synthesis, secretion and assembly	0.41	0.0456663431596526
brxJ_ytxH.4517	intergenic_UTR	brxJ_ytxH	BSU_29760	General stress proteins (controlled by SigB), Phosphorylation on either a Ser, Thr or Tyr residue	-0.41	0.0009102563260508
odhB.2933	CDS	odhB	BSU_19360	TCA cycle, Membrane proteins, Phosphorylation on an Arg residue	-0.41	0.0033471246213932
ybyB.344	CDS	ybyB	BSU_02110	General stress proteins (controlled by SigB)	-0.4	0.0214695037808085
yfjR.1209	CDS	yfjR	BSU_07990	Poorly characterized/ putative enzymes, Phosphorylation on either a Ser, Thr or Tyr residue	0.4	0.0222175614752791
ppnKB.4476	CDS	ppnKB	BSU_29540	Biosynthesis of NAD(P)	-0.39	0.016035987222812
citZ.4415	CDS	citZ	BSU_29140	TCA cycle, Phosphorylation on a Ser residue	-0.39	0.000358354642885
ctc.90	CDS	ctc	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	-0.39	0.0046472601284498
rlmB.163	CDS	rlmB	BSU_00960	rRNA modification and maturation	0.38	0.0452903894817672
dps.4632	CDS	dps	BSU_30650	Acquisition of iron / Other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Acquisition of iron / Other	-0.38	0.0152699558193898
fosB.2689	CDS	fosB	BSU_17840	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics	0.38	0.0233959495589397
S1367.5394	sRNA_independent	S1367	new_3669959_3672791	na	-0.38	0.0186312336320876
S140.660	sRNA_independent	S140	new_474268_474634	na	-0.38	0.0033848647639576
citB.2719	CDS	citB	BSU_18000	TCA cycle, RNA binding regulators, Trigger enzyme that acts by binding of a specific RNA element, Utilization of branched-chain amino acids	-0.37	0.0086795605201687
yhcX.1380	CDS	yhcX	BSU_09250	Proteins of unknown function	-0.37	0.0033471246213932
estA.430	CDS	estA	BSU_02700	Utilization of lipids/ other, Secreted proteins	0.37	0.0093848147913702
yitT.1643	CDS	yitT	BSU_11120	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-0.37	0.0033848647639576
bmrR.3619	CDS	bmrR	BSU_24020	Transcription factors/ other, General stress proteins (controlled by SigB), Resistance against toxins/ antibiotics	-0.37	0.0034039081274716
yzzP.2690	CDS	yzzP	BSU_17845	na	0.36	0.0255470833521521
rsbW.742	CDS	rsbW	BSU_04720	Protein kinases, Control of sigma factors, General stress proteins (controlled by SigB)	-0.36	0.0041742120749273
ytxH.4518	CDS	ytxH	BSU_29770	General stress proteins (controlled by SigB), Phosphorylation on an Arg residue, Other highly expressed unknown proteins	-0.35	0.0027513123700311
rsbV.741	CDS	rsbV	BSU_04710	Control of sigma factors, General stress proteins (controlled by SigB), Phosphorylation on a Ser residue	-0.34	0.0145137156090955
yaaN.48	CDS	yaaN	BSU_00260	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.34	0.032354971616982
yocK.2915	CDS	yocK	BSU_19240	General stress proteins (controlled by SigB)	-0.34	0.0395311543428339
gtaB.5387	CDS	gtaB	BSU_35670	Biosynthesis of teichoic acid, Lipid metabolism/ other, Biosynthesis of teichoic acid, General stress proteins (controlled by SigB), Phosphorylation on an Arg residue, Phosphorylation on either a Ser, Thr or Tyr residue, Swarming	-0.34	0.0165293035998108
pksE.2570	CDS	pksE	BSU_17120	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.33	0.0273548317600945
xpaC.47	CDS	xpaC	BSU_00250	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Poorly characterized/ putative enzymes	0.32	0.0113945255405395
yoaF.2799	CDS	yoaF	BSU_18580	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.31	0.0395311543428339
yeaA.981	CDS	yeaA	BSU_06290	Sporulation proteins/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.31	0.0123617591107775
ytxG.4520	CDS	ytxG	BSU_29780	General stress proteins (controlled by SigB), Membrane proteins	-0.29	0.0285686085733731
yqhQ.3686	CDS	yqhQ	BSU_24490	Sporulation proteins/ other, General stress proteins (controlled by SigB), Membrane proteins	-0.28	0.0394432537863041
S1062.4249	S_feature	S1062	new_2869631_2869739_c	na	-4.39	na
spoVIF.1760	CDS	spoVIF	BSU_11810	Sporulation proteins/ other	-4.11	na
S447.1821	S_feature	S447	new_1291003_1291419_c	na	3.88	na
fbpC.3326	CDS	fbpC	BSU_22036	Acquisition of iron / Other, Acquisition of iron / Other	3.85	na
yuzM.4978	CDS	yuzM	BSU_32859	Newly identified sporulation proteins (based on transcription profiling)	-3.53	na
S654.2683	S_feature	S654	new_1915122_1915220	na	3.5	na
S1388.5455	S_feature	S1388	new_3717709_3717906_c	na	-3.5	na
S1086.4364	S_feature	S1086	new_2948977_2949052_c	na	-3.5	na
S1252.4915	S_feature	S1252	new_3335546_3335614	na	-3.49	na
S1264.4973	S_feature	S1264	new_3372473_3372739_c	na	3.44	na
S992.3988	S_feature	S992	new_2713135_2713319_c	na	3.41	na
S1.1	S_feature	S1	new_1_148	na	-3.4	na
yrkE.3989	CDS	yrkE	BSU_26540	Proteins of unknown function	3.35	na
glcU.614	CDS	glcU	BSU_03920	Sporulation proteins/ other, Membrane proteins, Carbohydrate transporter	3.34	na
yteA.4659	CDS	yteA	BSU_30840	Sporulation proteins/ other	-3.32	na
yqdA.3959	CDS	yqdA	BSU_26330	Skin element	3.31	na
yotJ.3009	CDS	yotJ	BSU_19860	SP-beta prophage	3.3	na
S79.327	sRNA_independent	S79	new_220105_220278	na	3.29	na
S805.3225	S_feature	S805	new_2262268_2262436	na	3.26	na
ymaG.2596	CDS	ymaG	BSU_17310	Class V	3.17	na
cotJA.1067	CDS	cotJA	BSU_06890	Not yet assigned	3.16	na
ydzR.859	CDS	ydzR	BSU_05529	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	3.14	na
S1332.5274	sRNA_independent	S1332	new_3589361_3589438_c	na	-3.05	na
yuzJ.4914	CDS	yuzJ	BSU_32469	Proteins of unknown function	-2.98	na
ytcB.4663	CDS	ytcB	BSU_30870	Poorly characterized/ putative enzymes, Sporulation proteins/ other	2.96	na
YP_009513953.1927	CDS	YP_009513953	na	na	2.9	na
S664.2711	S_feature	S664	new_1925453_1925538_c	na	2.88	na
S347.1475	S_feature	S347	new_1071489_1071740	na	-2.76	na
S192.857	S_feature	S192	new_599344_599505_c	na	2.74	na
sspP.2715	CDS	sspP	BSU_17980	Small acid-soluble spore proteins	2.72	na
S898.3574	S_feature	S898	new_2464120_2464226_c	na	2.69	na
yqcE.3908	CDS	yqcE	BSU_25930	Skin element	2.68	na
manA.1795	CDS	manA	BSU_12020	Utilization of mannose	2.67	na
sscB.1476	CDS	sscB	BSU_09959	na	-2.67	na
S172.769	S_feature	S172	new_535832_536095	na	2.66	na
cotJB.1068	CDS	cotJB	BSU_06900	Not yet assigned	2.66	na
yobW.2895	CDS	yobW	BSU_19110	Sporulation proteins/ other, Membrane proteins	2.62	na
yqaG.3958	CDS	yqaG	BSU_26320	Transcription factor/ other/ based on similarity, Skin element	2.61	na
S761.3008	S_feature	S761	new_2153357_2153439_c	na	2.57	na
ydcS.770	CDS	ydcS	BSU_04880	ICEBs1, Proteins of unknown function	2.57	na
BSU_11798.1754	pseudogene	BSU_11798	BSU_11798	na	-2.56	na
uxuB.1842	CDS	uxuB	BSU_12350	Utilization of hexuronate, Sporulation proteins/ other	2.51	na
S919.3679	S_feature	S919	new_2537614_2537688_c	na	2.5	na
Novel_transcript.5556	Novel_transcript	Novel_transcript	na	na	2.49	na
yoyE.2974	CDS	yoyE	BSU_19639	Newly identified sporulation proteins (based on transcription profiling)	-2.48	na
spoIIIAE.3674	CDS	spoIIIAE	BSU_24390	Protein secretion, Sporulation proteins/ other, Membrane proteins	2.44	na
ygzC.1311	CDS	ygzC	BSU_08779	Newly identified sporulation proteins (based on transcription profiling)	2.42	na
spoVAB.3537	CDS	spoVAB	BSU_23430	Sporulation proteins/ other, Membrane proteins	-2.39	na
csfG.2244	sRNA_independent	csfG	new_1569226_1569349_c	na	2.36	na
ymaF.2597	CDS	ymaF	BSU_17320	Newly identified sporulation proteins (based on transcription profiling)	2.35	na
S521.2141	S_feature	S521	new_1499752_1499838	na	2.35	na
bpsB.3327	CDS	bpsB	BSU_22040	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Newly identified sporulation proteins (based on transcription profiling)	2.34	na
yqbS.3914	CDS	yqbS	BSU_25990	Skin element	2.3	na
yqcA.3912	CDS	yqcA	BSU_25970	Skin element	-2.29	na
YP_009513978.3850	sRNA_inter_intragenic	YP_009513978	na	na	2.28	na
S128.582	S_feature	S128	new_417763_418267_c	na	2.28	na
ydzH.856	CDS	ydzH	BSU_05520	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	2.25	na
sscA.1474	CDS	sscA	BSU_09958	Sporulation proteins/ other	-2.24	na
yheF.1443	CDS	yheF	BSU_09740	Newly identified sporulation proteins (based on transcription profiling)	2.22	na
S800.3183	S_feature	S800	new_2225995_2226059	na	2.22	na
yopZ.3117	CDS	yopZ	BSU_20710	SP-beta prophage	2.21	na
YP_009513955.2178	CDS	YP_009513955	na	na	-2.2	na
BSU_23349.3527	pseudogene	BSU_23349	BSU_23349	na	2.19	na
S974.3904	S_feature	S974	new_2664534_2664730	na	-2.18	na
yqjB.3610	putative_sRNA	yqjB	BSU_23940	Newly identified sporulation proteins (based on transcription profiling)	-2.18	na
Novel_transcript.1924	Novel_transcript	Novel_transcript	na	na	-2.18	na
ynzE.2757	CDS	ynzE	BSU_18270	Newly identified sporulation proteins (based on transcription profiling)	2.16	na
YP_009513981.3956	CDS	YP_009513981	na	na	-2.15	na
