pyRAP_Gene	feature	Gene_base	locus	GO_terms	RPMPRPK	log2foldchange_RNAseq	padj_RNAseq
yitR.1640	CDS	yitR	BSU_11090	Membrane proteins, Proteins of unknown function	0.21	not_significant	0.998789052597797
relP.1727	CDS	relP	BSU_11600	Metabolism of signalling nucleotides, Targets of (p)ppGpp	0.2	not_significant	0.963330235298974
yocR.2930	CDS	yocR	BSU_19340	Membrane proteins	0.2	not_significant	0.889482619461888
hypO.1191	CDS	hypO	BSU_07830	Electron transport/ other/ based on similarity, Resistance against oxidative and electrophile stress	0.2	not_significant	0.998789052597797
ettM.1128	CDS	ettM	BSU_07420	Unknown ABC transporters	0.2	not_significant	0.96609744129276
ytnA.4616	CDS	ytnA	BSU_30530	Membrane proteins, Biosynthesis/acquisition of L- and D-alanine, APC superfamily	0.2	not_significant	0.734624291692773
ylmA_tswE.2300	transcript	ylmA_tswE	BSU_15340	Unknown ABC transporters	0.2	not_significant	0.994959697617787
yflK.1164	CDS	yflK	BSU_07650	Detoxification reactions	0.2	not_significant	0.998789052597797
ywnG.5526	CDS	ywnG	BSU_36570	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.19	not_significant	0.940867924103532
bioY.1537	CDS	bioY	BSU_10370	ECF transporter, Biosynthesis/ acquisition of biotin, Membrane proteins, The substrate-specific S components of the ECF transporters	0.19	not_significant	0.966334965665596
mtrA.1117	CDS	mtrA	BSU_07340	Membrane proteins, Other transporters, sulfur metabolism/ general	0.18	not_significant	0.999809258408758
thiX.1973	CDS	thiX	BSU_13210	Biosynthesis/ acquisition of thiamine, Membrane proteins, Class I ECF transporter	0.18	not_significant	0.999809258408758
steT.1925	CDS	steT	BSU_12860	Membrane proteins, APC superfamily	0.17	not_significant	0.966856377674148
opcR.5118	CDS	opcR	BSU_33840	Transcription factors/ other, Coping with hyper-osmotic stress	0.17	not_significant	0.999809258408758
sipW.3709	CDS	sipW	BSU_24630	Protein secretion, Biofilm formation, Membrane proteins, Amyloid protein synthesis, secretion and assembly	0.17	0.41	0.0456663431596526
S1029.4095	sRNA_independent	S1029	new_2780331_2780484_c	na	0.16	not_significant	na
frxB.5980	CDS	frxB	BSU_39610	Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, Secreted proteins	0.16	0.83	0.0102607376244467
ytzB.4532	CDS	ytzB	BSU_29870	Proteins of unknown function	0.16	not_significant	0.884056090915091
srfT.564	CDS	srfT	BSU_03530	Membrane proteins, Proteins of unknown function, Efp-dependent proteins	0.16	not_significant	0.999809258408758
rpoC.184	CDS	rpoC	BSU_01080	RNA polymerase, Essential genes, Phosphorylation on an Arg residue	0.15	not_significant	0.999809258408758
yvpB_pelC.5276	intergenic_UTR	yvpB_pelC	BSU_34940	Proteins of unknown function, Swarming	0.15	not_significant	0.995925390792921
rasP.2484	CDS	rasP	BSU_16560	Control of sigma factors, Membrane proteins, Other genes, Additional proteins involved in proteolysis, Protein secretion	0.15	not_significant	0.966334965665596
bcaP.1406	CDS	bcaP	BSU_09460	Biosynthesis/ acquisition of branched-chain amino acids, Utilization of branched-chain amino acids, Membrane proteins, APC superfamily, Biosynthesis/ acquisition of serine/ glycine/ alanine, Biosynthesis/ acquisition of lysine/ threonine, Utilization of threonine/ glycine	0.15	not_significant	0.770417329783641
dacA.21	CDS	dacA	BSU_00100	Penicillin-binding proteins, Membrane proteins, Secreted proteins, Cell shape, Swarming	0.15	not_significant	0.553064720895679
yhfQ.1531	CDS	yhfQ	BSU_10330	Acquisition of iron / Other, Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	0.14	not_significant	0.189169309671509
bioI.4573	CDS	bioI	BSU_30190	Biosynthesis/ acquisition of biotin	0.14	not_significant	0.994959697617787
ezrA.4486	CDS	ezrA	BSU_29610	Membrane proteins, Divisome	0.14	not_significant	0.999809258408758
gdpP.6118	CDS	gdpP	BSU_40510	Metabolism of signalling nucleotides, Membrane proteins, Targets of (p)ppGpp	0.14	not_significant	0.999809258408758
fliF.2434	CDS	fliF	BSU_16210	Flagellar proteins, Membrane proteins, Other proteins required for efficient pellicle biofilm formation, Swarming	0.14	not_significant	0.940867924103532
yclK.592	CDS	yclK	BSU_03760	Protein kinases, Two-component sensor kinase, Membrane proteins, Phosphorylation on a His residue	0.13	not_significant	0.999809258408758
glyQ.3802	CDS	glyQ	BSU_25270	Aminoacyl-tRNA synthetases, Essential genes	0.13	not_significant	0.999809258408758
mscL.5498	CDS	mscL	BSU_36360	Coping with hypo-osmotic stress, Membrane proteins	0.13	not_significant	0.933473482867
yonS.3173	CDS	yonS	BSU_21010	SP-beta prophage, Membrane proteins	0.13	not_significant	0.685504648871018
ybfJ.364	CDS	ybfJ	BSU_02250	Newly identified sporulation proteins (based on transcription profiling)	0.12	not_significant	0.9276874156483
niaP.470	CDS	niaP	BSU_02950	Biosynthesis of NAD(P), Membrane proteins, Transporter for cofactors	0.12	not_significant	0.685504648871018
lexA.2692	CDS	lexA	BSU_17850	DNA repair/ recombination, Transcription factors/ other, Other proteins	0.12	not_significant	0.953632488297122
yxaI.6030	CDS	yxaI	BSU_39960	Membrane proteins, Proteins of unknown function	0.12	not_significant	0.267094630241291
yycA.6116	CDS	yycA	BSU_40490	Membrane proteins, Proteins of unknown function	0.12	not_significant	0.966334965665596
nprE.2200	CDS	nprE	BSU_14700	Utilization of proteins, Extracellular feeding proteases, Secreted proteins	0.12	not_significant	0.68319131526145
ftsE.5324	CDS	ftsE	BSU_35260	Autolytic activity required for peptidoglycan synthesis (cell elongation), Membrane proteins, Regulatory ABC transporters, phosphorelay, phosphorelay, Cell shape, Swarming	0.12	not_significant	0.940867924103532
yjbL.1725	CDS	yjbL	BSU_11590	Proteins of unknown function	0.12	not_significant	0.231604642183643
ezrA_S1125.4487	sRNA_5UTR	ezrA_S1125	BSU_29610	Membrane proteins, Divisome	0.11	not_significant	0.838392073195341
tasA.3707	CDS	tasA	BSU_24620	Biofilm formation, Secreted proteins, Amyloid protein synthesis, secretion and assembly	0.11	not_significant	0.297269830118909
fswB_ypzE.3483	transcript	fswB_ypzE	BSU_misc_RNA_78	na	0.11	not_significant	0.697057980180799
pbuG.992	CDS	pbuG	BSU_06370	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Nucleotide/ nucleoside transporter	0.11	not_significant	0.805671727281826
ypzE.3482	CDS	ypzE	BSU_23060	Proteins of unknown function, Potential regulatory elements	0.11	not_significant	0.564393504054765
rppG.4629	CDS	rppG	BSU_30630	DNA repair/ recombination, Sporulation proteins/ other, RNA pyrophosphohydrolase, Oxidized guanine (GO) DNA repair system	0.11	not_significant	0.924006552543871
yjcL.1775	CDS	yjcL	BSU_11900	Proteins of unknown function	0.11	not_significant	0.687239397420868
ndk.3433	CDS	ndk	BSU_22730	Nucleotide metabolism/ other, Phosphorylation on a Ser residue, Phosphorylation on a Thr residue	0.11	not_significant	0.933473482867
menA.5810	CDS	menA	BSU_38490	Biosynthesis of menaquinone, Essential genes, Membrane proteins	0.11	not_significant	0.925972974282708
gamA.381	CDS	gamA	BSU_02360	Utilization of cell wall components, Utilization of amino sugars, Utilization of amino sugars	0.1	not_significant	0.999809258408758
nrnA.4432	CDS	nrnA	BSU_29250	Exoribonucleases	0.1	not_significant	0.999809258408758
blrA.4591	CDS	blrA	BSU_30340	Control of sigma factors	0.1	not_significant	0.923867237488913
efeM.5780	CDS	efeM	BSU_38270	Membrane proteins, Metal ion transporter, Elemental iron transport system, Elemental iron transport system	0.1	not_significant	0.277398355653479
scr.37	transcript	scr	BSU_misc_RNA_2	Protein secretion, Essential genes, Small cytoplasmatic RNA	0.1	not_significant	0.995925390792921
yqzF.3636	CDS	yqzF	BSU_24110	Membrane proteins, Proteins of unknown function	0.1	not_significant	0.976158592306167
gswC.991	transcript	gswC	BSU_misc_RNA_9	na	0.1	not_significant	0.884071207606981
prs.88	CDS	prs	BSU_00510	Biosynthesis/ acquisition of histidine, Biosynthesis/ acquisition of purine nucleotides, Biosynthesis/ acquisition of pyrimidine nucleotides, Essential genes, Universally conserved proteins	0.1	not_significant	0.796433936953757
gltT.1516	CDS	gltT	BSU_10220	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Membrane proteins, Solute:sodium symporter family, Dicarboxylate/amino acid:cation symporter	0.1	not_significant	0.710900036648108
sipT.2154	CDS	sipT	BSU_14410	Protein secretion, Membrane proteins	0.1	not_significant	0.780627129828439
ykaA.1923	CDS	ykaA	BSU_12850	Proteins of unknown function, Other highly expressed unknown proteins	0.09	not_significant	0.850136799000348
mprF.1265	CDS	mprF	BSU_08425	Biosynthesis of phospholipids, Membrane proteins	0.09	not_significant	0.765497117748726
sigL.5169	CDS	sigL	BSU_34200	Sigma factors, Sigma factors	0.09	not_significant	0.597232412416108
mcpB.4720	CDS	mcpB	BSU_31260	Membrane proteins, Membrane-bound chemoreceptors	0.09	not_significant	0.999809258408758
kinD.2035	CDS	kinD	BSU_13660	Protein kinases, Two-component sensor kinase, Biofilm formation, Membrane proteins, The kinases, The kinases, Phosphorylation on a His residue, Regulation	0.09	not_significant	0.925972974282708
dnaA.3	CDS	dnaA	BSU_00010	DNA replication, Essential genes	0.09	not_significant	0.706390023099868
ypjP.3291	CDS	ypjP	BSU_21840	Proteins of unknown function, Other highly expressed unknown proteins	0.09	not_significant	0.924006552543871
ykuC.2094	CDS	ykuC	BSU_14030	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.09	not_significant	0.993853315726199
yybG.6143	CDS	yybG	BSU_40650	Proteins of unknown function	0.09	not_significant	0.998353850917429
cssR.4998	CDS	cssR	BSU_33010	Two-component system response regulators, Heat shock proteins, Phosphorylation on an Asp residue	0.09	not_significant	0.947997549256187
wprA.1599	CDS	wprA	BSU_10770	Cell wall/ other, Protein quality control, Secreted proteins	0.09	not_significant	0.721698976627692
nirC.5745	CDS	nirC	BSU_38060	Anaerobic respiration, Membrane proteins, Uptake of other small ions	0.08	not_significant	0.976158592306167
rsuA.4555	CDS	rsuA	BSU_30035	rRNA modification and maturation/ based on similarity	0.08	not_significant	0.998581059930966
vpr.5750	CDS	vpr	BSU_38090	Utilization of proteins, Extracellular feeding proteases, Secreted proteins	0.08	not_significant	0.995925390792921
tlpA.4719	CDS	tlpA	BSU_31250	Membrane proteins, Membrane-bound chemoreceptors	0.08	not_significant	0.74855024556607
S250.1107	sRNA_5UTR	S250	new_796008_796313	na	0.08	not_significant	0.998789052597797
wapA.5922	CDS	wapA	BSU_39230	Cell wall/ other, Toxins, antitoxins and immunity against toxins/ based on similarity, Secreted proteins	0.08	not_significant	0.933473482867
cutJ.618	CDS	cutJ	BSU_03950	Membrane proteins, Metal ion transporter, Copper	0.08	not_significant	0.136164358983404
yonS_yonR.3174	intergenic_UTR	yonS_yonR	BSU_21010	SP-beta prophage, Membrane proteins	0.08	not_significant	0.825722203423871
ycdA.439	CDS	ycdA	BSU_02780	Motility and chemotaxis/ other, Membrane proteins	0.08	not_significant	0.813738038424394
yebC.993	CDS	yebC	BSU_06380	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.08	not_significant	0.95507733333219
yhjB.1548	CDS	yhjB	BSU_10450	Other transporters, Sodium-solute symporter	0.08	not_significant	0.322153697262601
yisL.1598	CDS	yisL	BSU_10760	Membrane proteins, Proteins of unknown function	0.08	not_significant	0.890248784365765
ybeC.345	CDS	ybeC	BSU_02120	Membrane proteins, APC superfamily, Biosynthesis/ acquisition of serine/ glycine/ alanine, Utilization of alanine/ serine, Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate	0.08	not_significant	0.673174520922699
ykuV.2130	CDS	ykuV	BSU_14230	Resistance against oxidative and electrophile stress	0.07	not_significant	0.855769284381164
ahpC.6050	CDS	ahpC	BSU_40090	Resistance against oxidative and electrophile stress, Phosphorylation on either a Ser, Thr or Tyr residue	0.07	not_significant	0.453877728023557
ltaSA.1108	CDS	ltaSA	BSU_07260	Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Phosphorylation on either a Ser, Thr or Tyr residue, Secreted proteins, Cell shape	0.07	not_significant	0.953686270028256
dacC.2768	CDS	dacC	BSU_18350	Penicillin-binding proteins, Secreted proteins	0.07	not_significant	0.999809258408758
tagV.5366	CDS	tagV	BSU_35520	Export of anionic polymers and attachment to peptidoglycan, Membrane proteins	0.07	not_significant	0.765497117748726
yyaK.6167	CDS	yyaK	BSU_40830	Membrane proteins, Proteins of unknown function	0.07	not_significant	0.85114432160507
coaX.122	CDS	coaX	BSU_00700	Biosynthesis of coenzyme A, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.07	not_significant	0.793341473945785
kbaA.270	CDS	kbaA	BSU_01560	Membrane proteins, Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases	0.07	not_significant	0.994186023687882
nukF.3254	CDS	nukF	BSU_21610	SP-beta prophage, Poorly characterized/ putative enzymes	0.07	not_significant	0.892818045869605
cutI.616	CDS	cutI	BSU_03940	Membrane proteins, Copper	0.07	0.56	0.0029771304780142
yufK.4765	CDS	yufK	BSU_31510	Membrane proteins, Proteins of unknown function	0.07	not_significant	0.907663321086373
mntH.684	CDS	mntH	BSU_04360	Membrane proteins, Metal ion transporter, Manganese	0.07	not_significant	0.194046319578878
nfeDB.4684	CDS	nfeDB	BSU_31020	Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.07	not_significant	0.668820783937375
ytxC.4386	CDS	ytxC	BSU_28960	Sporulation proteins/ other	0.07	not_significant	0.88489221967082
lytG.4698	CDS	lytG	BSU_31120	Autolysis, N-acetyl-β-D-glucosaminidases	0.07	not_significant	0.939523490824927
yutI.4880	CDS	yutI	BSU_32220	Biosynthesis of iron-sulfur clusters	0.07	not_significant	0.903030328758463
clsC.5638	CDS	clsC	BSU_37240	Biosynthesis of phospholipids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	0.06	not_significant	0.74855024556607
dacA_S11.22	CDS_3'UTR	dacA_S11	BSU_00100	Penicillin-binding proteins, Membrane proteins, Secreted proteins, Cell shape, Swarming	0.06	not_significant	0.677690990924576
yodF.2966	CDS	yodF	BSU_19580	Putative amino acid transporter, Membrane proteins, Solute:sodium symporter family, Sodium-solute symporter	0.06	not_significant	0.999809258408758
scuA.3278	CDS	scuA	BSU_21750	Terminal oxidases, Membrane proteins	0.06	not_significant	0.966334965665596
pbpH.2085	CDS	pbpH	BSU_13980	Penicillin-binding proteins, Membrane proteins	0.06	not_significant	0.93447161235338
gltC.2782	CDS	gltC	BSU_18460	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Transcription factors/ other	0.06	not_significant	0.997779909172184
resE.3491	CDS	resE	BSU_23110	Regulators of electron transport, Protein kinases, Two-component sensor kinase, Membrane proteins, Phosphorylation on a His residue	0.06	not_significant	0.242238450858442
htpG.6013	CDS	htpG	BSU_39820	Chaperones/ protein folding, Heat shock proteins	0.06	not_significant	0.721698976627692
yobI.2865	CDS	yobI	BSU_18970	Membrane proteins, Proteins of unknown function	0.06	not_significant	0.710445039784942
mbl.5506	CDS	mbl	BSU_36410	Cell shape, Sporulation proteins/ other, Membrane proteins, Essential genes	0.06	not_significant	0.935407732475218
plsY.2730	CDS	plsY	BSU_18070	Biosynthesis of phospholipids, Essential genes, Membrane proteins	0.06	not_significant	0.999809258408758
yitT.1643	CDS	yitT	BSU_11120	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	0.06	-0.37	0.0033848647639576
fabZ.5500	CDS	fabZ	BSU_36370	Biosynthesis of fatty acids, Essential genes	0.06	not_significant	0.63423835004444
yhzC.1541	CDS	yhzC	BSU_10410	Proteins of unknown function	0.05	not_significant	0.734624291692773
mscL_fabZ.5499	intergenic_UTR	mscL_fabZ	BSU_36360	Coping with hypo-osmotic stress, Membrane proteins	0.05	not_significant	0.925972974282708
rapK.2859	CDS	rapK	BSU_18910	Genetic competence, Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Genetic competence	0.05	not_significant	0.998789052597797
yozY.2857	CDS	yozY	BSU_18908	Proteins of unknown function	0.05	not_significant	0.994186023687882
ydgF.874	CDS	ydgF	BSU_05620	Membrane proteins, APC superfamily	0.05	not_significant	0.986715812231035
polX.4331	CDS	polX	BSU_28590	DNA repair/ recombination, Other proteins	0.05	not_significant	0.88489221967082
sufC.4948	CDS	sufC	BSU_32710	Biosynthesis of iron-sulfur clusters, Essential genes, Regulatory ABC transporters, Phosphorylation on either a Ser, Thr or Tyr residue	0.05	not_significant	0.881617216826602
yuiD.4853	CDS	yuiD	BSU_32060	Proteins of unknown function	0.05	not_significant	0.56701204532671
tagU.5384	CDS	tagU	BSU_35650	Export of anionic polymers and attachment to peptidoglycan, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.05	not_significant	0.999809258408758
secDF.4174	CDS	secDF	BSU_27650	Protein secretion, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Swarming	0.05	not_significant	0.966385025240214
miaB.2552	CDS	miaB	BSU_17010	tRNA modification and maturation	0.04	not_significant	0.924006552543871
asiMA.1412	CDS	asiMA	BSU_09510	Control of sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.04	not_significant	0.999809258408758
csbB.1287	CDS	csbB	BSU_08600	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress, Membrane proteins, Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid	0.04	not_significant	0.150321028574511
minJ.5321	CDS	minJ	BSU_35220	Membrane proteins, The Min system, Cell shape, Swarming	0.04	not_significant	0.982954902436147
pdaC.1809	CDS	pdaC	BSU_12100	Cell wall/ other, Membrane proteins	0.04	not_significant	0.240604540094433
yfhO.1289	CDS	yfhO	BSU_08610	Membrane proteins, Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), General stress proteins (controlled by SigB)	0.04	not_significant	0.268347629591919
rsh.4167	CDS	rsh	BSU_27600	Metabolism of signalling nucleotides, Targets of (p)ppGpp	0.04	not_significant	0.998418128740333
ydzK.683	CDS	ydzK	BSU_04359	Proteins of unknown function	0.04	not_significant	0.935407732475218
yvyE.5364	CDS	yvyE	BSU_35510	Proteins of unknown function	0.04	not_significant	0.924006552543871
fmnP.3480	CDS	fmnP	BSU_23050	ECF transporter, Biosynthesis/ acquisition of riboflavin/ FAD, Membrane proteins, The substrate-specific S components of the ECF transporters	0.04	not_significant	0.307020932176865
ydzA.663	CDS	ydzA	BSU_04240	Proteins of unknown function	0.04	not_significant	0.168434461896349
ppiB.3529	CDS	ppiB	BSU_23360	Chaperones/ protein folding	0.04	not_significant	0.933473482867
