pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
estA.430	CDS	estA	BSU_02700	Utilization of lipids/ other, Secreted proteins	-1.62	8.684688082142509e-11
S1477_gspA.5802	CDS_3'UTR	S1477_gspA	new_3943322_3944525_c	na	1.61	0.0008619803336891
ssbB_ywpG.5493	intergenic_UTR	ssbB_ywpG	BSU_36310	DNA replication, DNA repair/ recombination, Genetic competence, Genetic competence, Phosphorylation on an Arg residue, Phosphorylation on a Tyr residue, Other proteins	-1.6	8.1680828147814e-09
skfC.321	CDS	skfC	BSU_01935	Toxins, antitoxins and immunity against toxins, Prophage 1	-1.6	7.25011655466708e-08
ywzA.5764	CDS	ywzA	BSU_38180	General stress proteins (controlled by SigB)	1.58	0.0306676127841624
pksM.2578	CDS	pksM	BSU_17200	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.57	5.442096644806811e-15
prs_ctc.89	intergenic_UTR	prs_ctc	BSU_00510	Biosynthesis/ acquisition of histidine, Biosynthesis/ acquisition of purine nucleotides, Biosynthesis/ acquisition of pyrimidine nucleotides, Essential genes, Universally conserved proteins	1.57	3.1359876527677998e-12
nasD.526	CDS	nasD	BSU_03300	Anaerobic respiration, Utilization of nitrate/ nitrite	-1.56	0.0069536011134106
yvqJ.5019	CDS	yvqJ	BSU_33140	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	-1.56	0.0002280895652279
ppsC.2764	CDS	ppsC	BSU_18320	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.54	1.2432013930566199e-12
nupN.4768	CDS	nupN	BSU_31540	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-1.52	1.39295625854536e-14
yvnA.5292	CDS	yvnA	BSU_35050	Proteins of unknown function	-1.51	0.0064671874120334
ctc.90	CDS	ctc	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	1.5	2.63276013567631e-18
cypX.5293	CDS	cypX	BSU_35060	Acquisition of iron / Other, Acquisition of iron / Other	-1.47	0.0026117741158264
S639_S641.2653	sRNA_independent	S639_S641	new_1900263_1900568_c	na	-1.47	0.0004598558227792
S381_S385.1589	sRNA_independent	S381_S385	new_1150464_1151119	na	1.45	0.000716917649384
ctaF.2230	CDS	ctaF	BSU_14920	Terminal oxidases, Membrane proteins	-1.44	0.0026476447335104
ctc_pth.91	intergenic_UTR	ctc_pth	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	1.44	2.07989601417968e-12
ssbB.5492	CDS	ssbB	BSU_36310	DNA replication, DNA repair/ recombination, Genetic competence, Genetic competence, Phosphorylation on an Arg residue, Phosphorylation on a Tyr residue, Other proteins	-1.43	4.45763709637925e-15
gspA.5803	CDS	gspA	BSU_38430	General stress proteins (controlled by SigB)	1.42	4.27510510422295e-05
ppsA.2766	CDS	ppsA	BSU_18340	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.41	2.1891217724009097e-12
feuA.278	CDS	feuA	BSU_01630	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, Secreted proteins	1.41	8.27414580932954e-08
poxB.678	CDS	poxB	BSU_04340	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes, Membrane proteins, Utilization of organic acids	1.4	0.0010988615298993
S1224.4819	sRNA_independent	S1224	new_3266637_3269004	na	1.39	0.0010299901245308
ohrB.1963	CDS	ohrB	BSU_13160	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	1.39	0.0325271861416568
feuB.277	CDS	feuB	BSU_01620	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	1.39	5.24683932299796e-07
S928_mgsR.3728	CDS_3'UTR	S928_mgsR	new_2563803_2563987_c	na	1.38	0.0144716863167411
mgsR.3727	CDS	mgsR	BSU_24770	Transcription factors/ other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Phosphorylation on an Arg residue	1.38	9.54951107258147e-05
nupQ.4771	CDS	nupQ	BSU_31570	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-1.37	5.03332039803509e-06
bslB.5713	CDS	bslB	BSU_37800	Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases, Secreted proteins	-1.35	6.8296215058635e-16
ycdG.451	CDS	ycdG	BSU_02840	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	1.35	0.0121267541125436
nupO.4769	CDS	nupO	BSU_31550	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-1.34	5.03332039803509e-06
ydeH.812	CDS	ydeH	BSU_05200	Proteins of unknown function	-1.33	0.002803638103798
tlpA.4719	CDS	tlpA	BSU_31250	Membrane proteins, Membrane-bound chemoreceptors	-1.33	0.0228699205285897
katE.5895	CDS	katE	BSU_39050	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	1.33	0.0026476447335104
ppsB.2765	CDS	ppsB	BSU_18330	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.33	1.62761558070795e-10
ppsD.2762	CDS	ppsD	BSU_18310	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.33	1.0418599339505998e-12
ctaE.2228	CDS	ctaE	BSU_14910	Terminal oxidases, Membrane proteins	-1.32	0.0009168518824798
comGF.3716	CDS	comGF	BSU_24680	Genetic competence, Genetic competence, Membrane proteins	-1.32	0.0182952200624551
ybfO.373	CDS	ybfO	BSU_02310	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics/ based on similarity, Efp-dependent proteins, Secreted proteins	-1.31	4.29855229999623e-05
liaK.6063	CDS	liaK	BSU_40160	Control of response regulators/ other, Membrane proteins, Additional proteins involved in proteolysis, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.31	5.76323663105744e-07
ppsE.2761	CDS	ppsE	BSU_18300	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.31	2.9608892875556104e-15
phrH.1061	CDS	phrH	BSU_06839	Quorum sensing, Short peptides, phosphorelay, phosphorelay, Control of response regulators/ other, Other protein controlling the activity of the phosphorelay, Other protein controlling the activity of the phosphorelay	-1.31	0.000698891028601
maeN.4773	CDS	maeN	BSU_31580	Utilization of organic acids, Membrane proteins, Transporter for organic acids	-1.3	0.0327803788183679
feuC.276	CDS	feuC	BSU_01610	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	1.29	0.0001268916167786
qcrC_qcrB.3408	intergenic_UTR	qcrC_qcrB	BSU_22540	Respiration/ other, Membrane proteins	-1.29	0.0213526577340976
rapH.1060	CDS	rapH	BSU_06830	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Phosphatases controlling the phosphorelay, Phosphatases controlling the phosphorelay	-1.29	3.2521552915053703e-09
ctaG.2232	CDS	ctaG	BSU_14930	Terminal oxidases, Protein maturation, Membrane proteins	-1.28	0.0001617464993233
liaE.6064	CDS	liaE	BSU_40170	Control of response regulators/ other, Protein modification/ other, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.27	0.0013795106594155
yorD.3081	CDS	yorD	BSU_20420	SP-beta prophage	-1.26	3.2521552915053703e-09
S555.2267	sRNA_independent	S555	new_1581224_1582676_c	na	1.25	0.019910801783802
ctaD.2227	CDS	ctaD	BSU_14900	Terminal oxidases, Membrane proteins, Efp-dependent proteins	-1.25	6.67441063432972e-07
nupP.4770	CDS	nupP	BSU_31560	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-1.24	0.0008291269651677
lytD.5412	CDS	lytD	BSU_35780	Autolysis, N-acetyl-β-D-glucosaminidases, Secreted proteins	1.23	2.38854545986522e-06
S98.415	S_feature	S98	new_282233_283231_c	na	-1.23	7.68412961161031e-05
csn.4043	CDS	csn	BSU_26890	Utilization of other polymeric carbohydrates, Secreted proteins	-1.22	0.0280188121405944
clsC.5638	CDS	clsC	BSU_37240	Biosynthesis of phospholipids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	1.22	0.003070399562396
dhbE.4843	CDS	dhbE	BSU_31980	Acquisition of iron / Other, Acquisition of iron / Other	-1.2	0.0001086470504583
dhbF.4839	CDS	dhbF	BSU_31960	Acquisition of iron / Other, Membrane proteins, Acquisition of iron / Other, Phosphorylation on a Ser residue	-1.16	4.02795874422058e-05
dhbC.4845	CDS	dhbC	BSU_31990	Acquisition of iron / Other, Acquisition of iron / Other, Phosphorylation on a Ser residue, Other proteins required for biofilm formation	-1.16	0.0001463193269092
dhbB.4840	CDS	dhbB	BSU_31970	Acquisition of iron / Other, Acquisition of iron / Other, Other proteins required for biofilm formation	-1.13	3.54270082223851e-05
S578.2390	S_feature	S578	new_1670054_1671124_c	na	-1.13	0.0001086470504583
qcrA.3411	CDS	qcrA	BSU_22560	Respiration/ other, Membrane proteins	-1.12	0.000244226268073
ybyB.344	CDS	ybyB	BSU_02110	General stress proteins (controlled by SigB)	1.12	0.0429720674294024
ywtG.5419	CDS	ywtG	BSU_35830	General stress proteins (controlled by SigB), Membrane proteins	1.11	0.0437007960494604
ydhK.894	CDS	ydhK	BSU_05790	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	1.11	0.0118496991402618
S1367.5394	sRNA_independent	S1367	new_3669959_3672791	na	1.11	0.013815857201158
S374.1566	S_feature	S374	new_1129272_1129714	na	-1.11	0.002974710164462
bacA.5704	CDS	bacA	BSU_37740	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.11	0.0325271861416568
S257.1139	S_feature	S257	new_822826_826091	na	-1.11	0.0108972840925534
dhbA.4847	CDS	dhbA	BSU_32000	Acquisition of iron / Other, Acquisition of iron / Other, Other proteins required for biofilm formation	-1.11	0.0016654276725894
skfE.322	CDS	skfE	BSU_01950	Toxins, antitoxins and immunity against toxins, Prophage 1, Membrane proteins, Export of peptides	-1.1	4.93988540375014e-06
htrA.1932	CDS	htrA	BSU_12900	Heat shock proteins, Membrane proteins, Protein quality control, Secreted proteins	-1.1	3.06680344028127e-07
sprA.3266	CDS	sprA	BSU_21660	Excision of prophages, SP-beta prophage	1.1	0.0418384175648364
S1290.5097	sRNA_independent	S1290	new_3460206_3462957	Other regulators, Regulatory RNAs	1.1	0.0404606935443823
bacB.5703	CDS	bacB	BSU_37730	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.08	0.0055435325247183
ydaF.658	CDS	ydaF	BSU_04210	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-1.08	0.0340788757930913
yflA.1180	CDS	yflA	BSU_07750	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins, Other transporters, Alanine or glycine cation symporter family	1.08	0.0167542839719672
epr.5797	CDS	epr	BSU_38400	Utilization of proteins, Extracellular feeding proteases, Additional chemotaxis signal transduction and regulatory proteins, Secreted proteins	1.07	7.80527741430876e-06
ydeI.813	CDS	ydeI	BSU_05210	Proteins of unknown function	-1.07	0.0367001686594376
thyA.2658	CDS	thyA	BSU_17680	Biosynthesis/ acquisition of pyrimidine nucleotides	1.06	0.0182952200624551
akrN.1414	CDS	akrN	BSU_09530	Biosynthesis of fatty acids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	1.06	0.0121652726780961
sigB.743	CDS	sigB	BSU_04730	Sigma factors, Sigma factors, General stress proteins (controlled by SigB)	1.05	2.74755923312564e-05
ywsB.5437	CDS	ywsB	BSU_35970	General stress proteins (controlled by SigB)	1.04	0.0304294253378111
snaB.5966	CDS	snaB	BSU_39510	Detoxification reactions, Conversion of S-(2-succino)cysteine to cysteine	1.03	0.0158504009784407
S1458.5693	sRNA_independent	S1458	new_3862327_3866553	na	-1.02	1.69211540148699e-05
yxiS.5893	CDS	yxiS	BSU_39040	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	1.02	0.0177552999417175
tkmA.5482	CDS	tkmA	BSU_36260	Protein kinases, Biofilm formation, Membrane proteins, Regulation	-1.02	0.0028673965868723
skfF.323	CDS	skfF	BSU_01960	Toxins, antitoxins and immunity against toxins, Prophage 1, Membrane proteins, Export of peptides	-1.01	0.0009646810139355
qcrB.3409	CDS	qcrB	BSU_22550	Respiration/ other, Membrane proteins	-1.0	7.93467463273106e-05
yxaL.6027	CDS	yxaL	BSU_39940	Secreted proteins	-1.0	0.0029511764471466
yncM.2661	CDS	yncM	BSU_17690	Proteins of unknown function, Secreted proteins	-1.0	0.0007638074787914
ydbD.694	CDS	ydbD	BSU_04430	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress/ based on similarity	0.99	0.0340630626114737
eesA.275	CDS	eesA	BSU_01600	Acquisition of iron / Other, Acquisition of iron / Other	0.98	0.0493058110675547
skiW.2144	CDS	skiW	BSU_14340	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins	-0.97	9.96863475879545e-06
ctaC.2225	CDS	ctaC	BSU_14890	Terminal oxidases, Membrane proteins	-0.97	0.0037064244414024
ylqB.2393	CDS	ylqB	BSU_15960	Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases, Secreted proteins	-0.96	1.11757941876914e-05
bacF.5699	CDS	bacF	BSU_37690	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.95	0.0084976848924792
S1335.5295	sRNA_independent	S1335	new_3602657_3602942	na	-0.95	0.0228699205285897
glpK.1386	CDS	glpK	BSU_09290	Utilization of glycerol/ glycerol-3-phosphate, Phosphorylation on a His residue	0.95	0.0255185874375655
dat.1433	CDS	dat	BSU_09670	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Biosynthesis/acquisition of L- and D-alanine	-0.94	2.18022459045577e-06
yybN_yybM.6135	intergenic_UTR	yybN_yybM	BSU_40580	Proteins of unknown function, Other highly expressed unknown proteins	-0.93	0.0017971430088601
rsbW.742	CDS	rsbW	BSU_04720	Protein kinases, Control of sigma factors, General stress proteins (controlled by SigB)	0.92	0.0066992048247464
comGA.3721	CDS	comGA	BSU_24730	Genetic competence, Genetic competence, Membrane proteins, Phosphorylation on an Arg residue	-0.91	0.006226350248082
ntdR.1567	CDS	ntdR	BSU_10560	Biosynthesis of antibacterial compounds, Transcription factors/ other, Biosynthesis of antibacterial compounds	-0.91	0.0033767439888551
sgpA.4206	CDS	sgpA	BSU_27830	Sporulation proteins/ other	0.91	0.0325271861416568
liaL.6061	CDS	liaL	BSU_40150	Control of response regulators/ other, Membrane proteins, Export of peptides, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.9	0.0005045448769324
frlD.4929	CDS	frlD	BSU_32570	Utilization of amino sugars, Utilization of amino sugars	-0.9	0.0020929564298449
bacC.5702	CDS	bacC	BSU_37720	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.9	0.0126450548946232
yolB_yolA.3242	intergenic_UTR	yolB_yolA	BSU_21530	SP-beta prophage, Secreted proteins, Swarming	-0.87	0.0146715919782175
ythP.4552	CDS	ythP	BSU_30010	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Exporters of unknown function	-0.87	0.0275334227816529
rsbX.744	CDS	rsbX	BSU_04740	Protein phosphatases, Control of sigma factors, General stress proteins (controlled by SigB)	0.87	0.0001211542614998
pksC.2568	CDS	pksC	BSU_17100	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.87	0.0001585198665632
rsbV.741	CDS	rsbV	BSU_04710	Control of sigma factors, General stress proteins (controlled by SigB), Phosphorylation on a Ser residue	0.87	0.0127390970316238
besA.4848	CDS	besA	BSU_32010	Acquisition of iron / Other, Acquisition of iron / Other, Efp-dependent proteins	-0.87	0.0011927581333256
yoaB.2791	CDS	yoaB	BSU_18540	Utilization of organic acids, Membrane proteins, Transporter for organic acids	0.86	3.67474342344896e-06
opuBA.5100	CDS	opuBA	BSU_33730	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	-0.86	0.0201752352383897
yybN.6134	CDS	yybN	BSU_40580	Proteins of unknown function, Other highly expressed unknown proteins	-0.86	3.46418148402526e-05
S160.720	sRNA_independent	S160	new_514779_515106	na	-0.86	0.0026476447335104
S1579.6203	sRNA_independent	S1579	new_4213186_4215471	na	-0.85	0.0274615656576046
yfnC.1115	CDS	yfnC	BSU_07320	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins, Other transporters	-0.85	0.0007995845047873
S247_hmoA.1094	CDS_3'UTR	S247_hmoA	new_783392_785083_c	na	-0.84	0.0187551387285389
tlpB.4716	CDS	tlpB	BSU_31230	Membrane proteins, Membrane-bound chemoreceptors	0.83	0.0043199039417984
kduI.3341	CDS	kduI	BSU_22130	Utilization of hexuronate	-0.83	0.0154871706348838
S1354.5360	sRNA_independent	S1354	new_3643957_3645689	na	-0.83	0.0440743784818494
nsrR.1396	CDS	nsrR	BSU_09380	Transcription factors/ other, Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	-0.82	0.0127390970316238
iolW.5074	CDS	iolW	BSU_33530	Utilization of inositol, General stress proteins (controlled by SigB)	0.82	0.0304294253378111
yozO.2924	CDS	yozO	BSU_19290	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.81	0.0240418943407924
comGB.3720	CDS	comGB	BSU_24720	Genetic competence, Genetic competence, Membrane proteins	-0.81	0.0012976046240608
bacE.5700	CDS	bacE	BSU_37700	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins	-0.81	0.0271881260290483
yqeB.3880	CDS	yqeB	BSU_25740	Proteins of unknown function, Membrane proteins	-0.8	0.0177552999417175
liaM.6059	CDS	liaM	BSU_40140	Control of response regulators/ other, Membrane proteins, Export of peptides, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.8	0.0003281171478895
ptkA.5481	CDS	ptkA	BSU_36250	Protein kinases, Biofilm formation, Phosphorylation on a Tyr residue, Regulation	-0.8	0.0210173537337801
yolB.3241	CDS	yolB	BSU_21530	SP-beta prophage, Secreted proteins, Swarming	-0.78	0.0015134402905955
kduD.3343	CDS	kduD	BSU_22140	Utilization of hexuronate	-0.78	0.0475295814157298
qcrC.3407	CDS	qcrC	BSU_22540	Respiration/ other, Membrane proteins	-0.78	0.000866179959587
ymzD.2561	CDS	ymzD	BSU_17060	Membrane proteins, Proteins of unknown function	-0.77	0.0410011183773383
yvrO.5036	CDS	yvrO	BSU_33270	Membrane proteins, Exporters of unknown function, Phosphorylation on an Arg residue	-0.77	0.0107704862232814
htrB.4996	CDS	htrB	BSU_33000	Heat shock proteins, Membrane proteins, Protein quality control	-0.76	0.000866179959587
yolA.3243	CDS	yolA	BSU_21540	SP-beta prophage, Secreted proteins	-0.76	8.20907243158603e-05
bacD.5701	CDS	bacD	BSU_37710	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.75	0.0038506245839032
phrE.3894	CDS	phrE	BSU_25840	Quorum sensing, Skin element, Short peptides, Control of response regulators/ other, Other protein controlling the activity of the phosphorelay, Other protein controlling the activity of the phosphorelay	-0.74	0.0304294253378111
ycbJ.404	CDS	ycbJ	BSU_02520	Resistance against toxins/ antibiotics/ based on similarity	-0.74	0.0481886607479035
hmoA.1095	CDS	hmoA	BSU_07150	Acquisition of iron / Other, Acquisition of iron / Other	-0.74	0.0024427302534696
yxeK.5967	CDS	yxeK	BSU_39520	Detoxification reactions, Conversion of S-(2-succino)cysteine to cysteine	0.73	0.0134613539461463
yerI.1031	CDS	yerI	BSU_06640	Resistance against toxins/ antibiotics	-0.73	0.0049835136045724
yocD.2901	CDS	yocD	BSU_19170	Toxins, antitoxins and immunity against toxins/ based on similarity	-0.73	0.0027558105267341
comFA.5358	CDS	comFA	BSU_35470	Genetic competence, Genetic competence, Membrane proteins, Phosphorylation on an Arg residue	-0.72	0.0131786183642276
yvrN.5035	CDS	yvrN	BSU_33260	Membrane proteins, Exporters of unknown function	-0.72	0.0007362631023602
tagE.5404	CDS	tagE	BSU_35730	Biosynthesis of teichoic acid, Biosynthesis of teichoic acid, Phosphorylation on a Ser residue	0.72	0.0455989072895353
pksN.2579	CDS	pksN	BSU_17210	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.71	0.0005104917158173
comK.1543	CDS	comK	BSU_10420	Genetic competence, Transcription factors/ other, Genetic competence, Phosphorylation on an Arg residue	-0.71	0.0274615656576046
racX.5200	CDS	racX	BSU_34430	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.7	0.0016189241465975
rapG.6083	CDS	rapG	BSU_40300	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing	-0.7	0.0366429000628269
