pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
pyrAA.2327	CDS	pyrAA	BSU_15510	Biosynthesis/ acquisition of pyrimidine nucleotides	3.68	0.0024729224543444
licC.5826	CDS	licC	BSU_38580	Utilization of other polymeric carbohydrates, Membrane proteins, Sugar specific PTS proteins	-3.61	0.0453255090531252
conE.776	CDS	conE	BSU_04940	ICEBs1, Membrane proteins	3.55	1.1048566311423099e-11
pyrE.2332	CDS	pyrE	BSU_15560	Biosynthesis/ acquisition of pyrimidine nucleotides	3.53	0.0012445468931619
yoqP.3098	CDS	yoqP	BSU_20550	SP-beta prophage	-3.42	5.31728292370855e-13
S1477_gspA.5802	CDS_3'UTR	S1477_gspA	new_3943322_3944525_c	na	-3.42	6.38363391169469e-08
nhaX.1435	CDS	nhaX	BSU_09690	General stress proteins (controlled by SigB)	-3.4	8.75418958776507e-05
gspA.5803	CDS	gspA	BSU_38430	General stress proteins (controlled by SigB)	-3.35	3.49011158018007e-10
lgeHB.2753	CDS	lgeHB	BSU_18239	Utilization of branched-chain amino acids, Sporulation proteins/ other	-3.33	1.58101815993811e-05
ribR.4439	CDS	ribR	BSU_29300	Conversion of S-methyl cysteine to cysteine, Poorly characterized/ putative enzymes	3.22	3.9170462870299e-09
pyrC.2326	CDS	pyrC	BSU_15500	Biosynthesis/ acquisition of pyrimidine nucleotides	3.19	0.0246907385973359
ybyB.344	CDS	ybyB	BSU_02110	General stress proteins (controlled by SigB)	-3.15	2.8005417849648098e-11
yflT.1150	CDS	yflT	BSU_07550	General stress proteins (controlled by SigB)	-3.15	7.31079101261331e-13
yhcM.1367	CDS	yhcM	BSU_09140	Sporulation proteins/ other, General stress proteins (controlled by SigB)	-2.81	1.12649644468892e-07
carA.1663	CDS	carA	BSU_11230	Biosynthesis/ acquisition of arginine	2.78	0.0373392662626437
glyA.5584	CDS	glyA	BSU_36900	Biosynthesis/ acquisition of serine/ glycine/ alanine, Phosphorylation on either a Ser, Thr or Tyr residue, Newly identified competence genes	-2.74	0.0003504246997537
yqfT.3777	CDS	yqfT	BSU_25120	Not yet assigned	-2.73	3.19448044709055e-07
clsC.5638	CDS	clsC	BSU_37240	Biosynthesis of phospholipids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-2.65	0.0053146330559913
S1078_BSU_28509.4315	sRNA_independent	S1078_BSU_28509	new_2913380_2913589_c	na	-2.64	1.35880262706936e-06
yycD.6108	CDS	yycD	BSU_40450	General stress proteins (controlled by SigB)	-2.63	9.60249102069161e-06
yjgC.1815	CDS	yjgC	BSU_12160	Electron transport/ other/ based on similarity, General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-2.61	3.7115241847356e-08
gsiB.689	CDS	gsiB	BSU_04400	General stress proteins (controlled by SigB)	-2.61	0.0003504246997537
S536.2194	sRNA_independent	S536	new_1537029_1537112	na	-2.6	0.0005068053762332
yorZ.3058	CDS	yorZ	BSU_20200	SP-beta prophage	-2.59	0.0011384517591435
yopY.3118	CDS	yopY	BSU_20720	SP-beta prophage	-2.54	0.0001318533373849
xtrA.1868	CDS	xtrA	BSU_12550	PBSX prophage	-2.51	0.0002580676113975
S928_mgsR.3728	CDS_3'UTR	S928_mgsR	new_2563803_2563987_c	na	-2.51	0.001432993925767
ywjC.5633	CDS	ywjC	BSU_37210	General stress proteins (controlled by SigB)	-2.47	0.002783102749839
ydaS.686	CDS	ydaS	BSU_04370	General stress proteins (controlled by SigB)	-2.47	5.8955717264841e-08
yorY.3059	CDS	yorY	BSU_20210	SP-beta prophage	-2.45	3.81204598735193e-05
ycdF.450	CDS	ycdF	BSU_02830	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-2.44	0.0021036666019893
ydaC.655	CDS	ydaC	BSU_04180	Proteins of unknown function, General stress proteins (controlled by SigB)	-2.42	0.0043212355840537
ynfE.2740	CDS	ynfE	BSU_18140	Newly identified sporulation proteins (based on transcription profiling), Phosphorylation on a Tyr residue	2.41	0.0130874021784637
comGC.3719	CDS	comGC	BSU_24710	Genetic competence, Genetic competence, Membrane proteins	2.39	0.0001715704634504
mdxJ.5220	CDS	mdxJ	BSU_34580	Membrane proteins, Proteins of unknown function	2.37	0.0346161235056748
psrF.5691	CDS	psrF	BSU_37620	Control of sigma factors, Sporulation proteins/ other	-2.36	0.0140991073532989
ywzA.5764	CDS	ywzA	BSU_38180	General stress proteins (controlled by SigB)	-2.33	0.0024729224543444
S926.3722	sRNA_independent	S926	new_2560260_2560488_c	na	-2.33	1.7302903856519e-05
yoqC.3114	CDS	yoqC	BSU_20680	SP-beta prophage	-2.28	0.0002824979910362
yjgD.1816	CDS	yjgD	BSU_12170	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Poorly characterized/ putative enzymes	-2.26	3.04503268206821e-05
conD.775	CDS	conD	BSU_04930	ICEBs1, Membrane proteins	2.23	0.0346161235056748
yoqK.3104	CDS	yoqK	BSU_20600	SP-beta prophage	-2.18	0.0453255090531252
ysnF.4289	CDS	ysnF	BSU_28340	General stress proteins (controlled by SigB), Phosphorylation on either a Ser, Thr or Tyr residue	-2.17	0.0110495606267033
fbpA.709	CDS	fbpA	BSU_04536	Acquisition of iron / Other, Acquisition of iron / Other	-2.16	0.0170075302664253
mgsR.3727	CDS	mgsR	BSU_24770	Transcription factors/ other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Phosphorylation on an Arg residue	-2.13	0.0429176485716092
sacX_sacY.5800	intergenic_UTR	sacX_sacY	BSU_38410	Utilization of sucrose, Control of PRD-type regulators, Membrane proteins, Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors, Phosphorylation on a Cys residue, Sugar specific PTS proteins	-2.11	0.0021317713432589
yonO.3179	CDS	yonO	BSU_21040	SP-beta prophage, Prophage/ phage transcription	2.09	0.0168628150398285
ddaH.1946	CDS	ddaH	BSU_13020	General stress proteins (controlled by SigB)	-2.07	0.0076586344434052
conG.778	CDS	conG	BSU_04960	ICEBs1, Membrane proteins	2.07	0.0300004137861032
yxeN.5964	CDS	yxeN	BSU_39490	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids, Conversion of S-(2-succino)cysteine to cysteine	2.07	0.0270369401094229
yotI.3010	CDS	yotI	BSU_19870	SP-beta prophage	2.06	0.0014391167702347
yoqA.3116	CDS	yoqA	BSU_20700	SP-beta prophage	-2.06	0.0001909743458857
yxeM.5965	CDS	yxeM	BSU_39500	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids, Conversion of S-(2-succino)cysteine to cysteine	2.04	0.0020576308764315
akrN.1414	CDS	akrN	BSU_09530	Biosynthesis of fatty acids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-2.04	0.0343077205397698
yoqT.3095	CDS	yoqT	BSU_20520	SP-beta prophage	-2.04	0.0109941579871475
rsbRA_rsbS.734	intergenic_UTR	rsbRA_rsbS	BSU_04670	Control of sigma factors, Phosphorylation on a Thr residue	-1.99	0.0009591525040806
yomX.3200	CDS	yomX	BSU_21190	SP-beta prophage	1.97	0.0430517854582443
ygxB.1398	CDS	ygxB	BSU_09390	General stress proteins (controlled by SigB)	-1.97	0.0037986674128809
dhaS.2927	CDS	dhaS	BSU_19310	Poorly characterized/ putative enzymes	-1.93	0.0433375186698616
blyA.3228	CDS	blyA	BSU_21410	Autolysis, SP-beta prophage, Secreted proteins	1.93	0.0005068053762332
yoqS.3096	CDS	yoqS	BSU_20530	SP-beta prophage	1.92	0.0335096036465519
ydaT.687	CDS	ydaT	BSU_04380	General stress proteins (controlled by SigB)	-1.9	0.0001009241355813
yotF.3013	CDS	yotF	BSU_19900	SP-beta prophage, Poorly characterized/ putative enzymes	1.88	0.0020576308764315
spoVAC.3536	CDS	spoVAC	BSU_23420	Sporulation proteins/ other, Membrane proteins	1.83	0.029086847185403
S262.1158	S_feature	S262	new_834310_834382	na	1.83	0.0270369401094229
tcyK.4450	CDS	tcyK	BSU_29370	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids	1.82	0.0045793222688182
prs_ctc.89	intergenic_UTR	prs_ctc	BSU_00510	Biosynthesis/ acquisition of histidine, Biosynthesis/ acquisition of purine nucleotides, Biosynthesis/ acquisition of pyrimidine nucleotides, Essential genes, Universally conserved proteins	-1.81	0.0248446333587038
yonF.3192	CDS	yonF	BSU_21110	SP-beta prophage	1.81	0.0176975003855879
comGG.3715	CDS	comGG	BSU_24670	Genetic competence, Genetic competence, Membrane proteins	1.8	0.0487626910307042
sufLB.1193	CDS	sufLB	BSU_07850	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-1.79	0.0045793222688182
yomR.3207	CDS	yomR	BSU_21250	SP-beta prophage	1.77	0.0308089005621016
ycdG.451	CDS	ycdG	BSU_02840	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-1.76	0.0302420087344386
ribR_cmoJ.4440	intergenic_UTR	ribR_cmoJ	BSU_29300	Conversion of S-methyl cysteine to cysteine, Poorly characterized/ putative enzymes	1.73	0.033932259609107
yebD.994	CDS	yebD	BSU_06390	Proteins of unknown function	1.73	0.0275376957143723
yonD.3194	CDS	yonD	BSU_21130	SP-beta prophage	1.7	0.020383090510701
yomU.3203	CDS	yomU	BSU_21220	SP-beta prophage	1.7	0.0033719445778984
ohrB.1963	CDS	ohrB	BSU_13160	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-1.68	0.0148334742344768
rhgQ.1078	CDS	rhgQ	BSU_06990	Utilization of pectin, Membrane proteins, Uptake of carbon sources	-1.66	0.0202971268496031
yomO.3210	CDS	yomO	BSU_21280	SP-beta prophage	1.63	0.0426400225817932
cotU.2654	CDS	cotU	BSU_17670	Class VI	-1.61	0.0429176485716092
yomS.3206	CDS	yomS	BSU_21240	SP-beta prophage	1.51	0.0270369401094229
yjgB.1814	CDS	yjgB	BSU_12150	General stress proteins (controlled by SigB)	-1.5	0.0086236978264065
yoqF.3111	CDS	yoqF	BSU_20650	SP-beta prophage	1.48	0.0209266568226594
yonJ.3187	CDS	yonJ	BSU_21070	SP-beta prophage, Efp-dependent proteins	1.46	0.0469362572709828
dutB.3031	CDS	dutB	BSU_20020	Nucleotide metabolism/ other, SP-beta prophage	1.45	0.036469652201297
yrhC_mccB.4103	intergenic_UTR	yrhC_mccB	BSU_27240	Proteins of unknown function	1.41	0.0320671915124028
yonC.3195	CDS	yonC	BSU_21140	SP-beta prophage	1.38	0.0429176485716092
abrB.66	CDS	abrB	BSU_00370	Transition state regulators, Phosphorylation on a Ser residue	-1.35	0.047197269775339
S980.3943	sRNA_independent	S980	new_2691497_2692644_c	na	-10.8	0.255674689948361
ykzE.2013	CDS	ykzE	BSU_13510	Newly identified sporulation proteins (based on transcription profiling)	9.62	na
ykzH.1950	CDS	ykzH	BSU_13050	Newly identified sporulation proteins (based on transcription profiling)	-9.51	na
yotE.3014	CDS	yotE	BSU_19910	SP-beta prophage	-9.51	na
S598.2514	S_feature	S598	new_1744297_1744366	na	9.42	na
S192.857	S_feature	S192	new_599344_599505_c	na	8.78	na
S373.1565	S_feature	S373	new_1128482_1129270	na	-8.51	na
yqbT.3913	CDS	yqbT	BSU_25980	Skin element	8.43	na
xylA_xylB.2645	intergenic_UTR	xylA_xylB	BSU_17600	Utilization of xylan/ xylose	-8.17	na
cmpA.751	CDS	cmpA	G8J2-20	Not yet assigned	-7.76	na
yqfQ.3782	CDS	yqfQ	BSU_25150	Sporulation proteins/ other	7.73	na
yyzB.6110	CDS	yyzB	BSU_40460	Newly identified sporulation proteins (based on transcription profiling)	7.73	na
cypB_bscR.4084	intergenic_UTR	cypB_bscR	BSU_27160	Electron transport/ other, Lipid metabolism/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-7.71	na
S1177.4658	S_feature	S1177	new_3153832_3153982_c	na	-7.62	na
S610.2555	sRNA_independent	S610	new_1774965_1775066	na	-7.59	0.311613044875086
ydzL_ydcO.760	intergenic_UTR	ydzL_ydcO	BSU_04839	ICEBs1, Proteins of unknown function	-7.55	na
yxiC_yxiB.5937	intergenic_UTR	yxiC_yxiB	BSU_39310	Proteins of unknown function	-7.55	na
sppO.2132	CDS	sppO	BSU_14250	Class II	-7.47	na
S1463.5725	S_feature	S1463	new_3893312_3893440	na	-7.23	na
ykpC.2160	CDS	ykpC	BSU_14460	Newly identified sporulation proteins (based on transcription profiling)	-7.22	na
S1385.5446	S_feature	S1385	new_3712484_3712616	na	-7.1	na
conQ.767	CDS	conQ	BSU_04860	ICEBs1, Membrane proteins	-7.08	na
walM_ydjN.973	intergenic_UTR	walM_ydjN	BSU_06250	Cell wall/ other, Secreted proteins	-6.98	na
sspO.2716	CDS	sspO	BSU_17990	Small acid-soluble spore proteins	-6.98	na
yqaF.3960	CDS	yqaF	BSU_26340	Transcription factor/ other/ based on similarity, Skin element	6.95	0.464412758224132
snaA.4454	CDS	snaA	BSU_29390	Conversion of S-methyl cysteine to cysteine	6.91	0.509444175125382
yhbB.1333	CDS	yhbB	BSU_08920	Not yet assigned	-6.68	na
Novel_transcript.123	Novel_transcript	Novel_transcript	na	na	-6.67	na
yjzJ.1863	CDS	yjzJ	BSU_12519	PBSX prophage	-6.53	na
YP_009513964.2818	CDS	YP_009513964	na	na	-6.49	na
yjcZ.1758	CDS	yjcZ	BSU_11809	Newly identified sporulation proteins (based on transcription profiling)	-6.24	0.831916564316124
yddI.780	CDS	yddI	BSU_04980	ICEBs1, Membrane proteins, Proteins of unknown function	6.22	0.697481919713353
S402.1680	S_feature	S402	new_1211286_1211370	na	-6.18	na
qswA_S494.2044	transcript	qswA_S494	BSU_misc_RNA_22	na	6.14	na
S761.3008	S_feature	S761	new_2153357_2153439_c	na	6.04	0.306809406639655
S764.3023	S_feature	S764	new_2157233_2157340_c	na	-6.01	na
tcyK_tcyJ.4451	intergenic_UTR	tcyK_tcyJ	BSU_29370	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids	-5.98	na
yyaE_yyzM.6185	intergenic_UTR	yyaE_yyzM	BSU_40930	Electron transport/ other/ based on similarity	-5.96	na
S1290.5097	sRNA_independent	S1290	new_3460206_3462957	Other regulators, Regulatory RNAs	-5.96	na
gmuA_gmuC.899	intergenic_UTR	gmuA_gmuC	BSU_05820	Utilization of glucomannan, Sugar specific PTS proteins, Phosphorylation on a His residue	-5.95	na
S1155.4579	sRNA_independent	S1155	new_3095456_3095548_c	na	-5.95	na
S1040_tboA.4136	sRNA_5UTR	S1040_tboA	new_2800811_2800889_c	na	-5.92	na
ydfR.861	CDS	ydfR	BSU_05530	Sporulation proteins/ other, Membrane proteins	-5.88	na
gerBA.5415	CDS	gerBA	BSU_35800	Membrane proteins, Germinant receptors	-5.87	na
S1021.4081	S_feature	S1021	new_2773647_2773762	na	-5.87	na
yoaS_yozG.2828	intergenic_UTR	yoaS_yozG	BSU_18730	Proteins of unknown function	-5.83	na
yphA.3453	CDS	yphA	BSU_22860	Sporulation proteins/ other, Membrane proteins	-5.78	na
S1243.4875	sRNA_independent	S1243	new_3307598_3308367	na	-5.77	na
yqbN/2.3919	CDS	yqbN/2	BSU_26040	Skin element, Pseudogenes	-5.74	0.712023589059447
yqbN/2_yqbNn.3920	pseudogene	yqbN/2_yqbNn	BSU_26040	Skin element, Pseudogenes	-5.74	0.712023589059447
gerAA.5009	CDS	gerAA	BSU_33050	Membrane proteins, Germinant receptors	-5.73	na
ytnA_asnB.4617	intergenic_UTR	ytnA_asnB	BSU_30530	Membrane proteins, Biosynthesis/acquisition of L- and D-alanine, APC superfamily	-5.73	na
cwlA.3903	CDS	cwlA	BSU_25900	Autolysis, Skin element	-5.72	0.121315840395166
ydgA.865	CDS	ydgA	BSU_05560	Sporulation proteins/ other	5.69	na
ydcO_YP_009513947.763	intergenic_UTR	ydcO_YP_009513947	BSU_04840	ICEBs1	-5.67	na
S657.2687	S_feature	S657	new_1916003_1916622	na	-5.58	na
S1485.5844	sRNA_independent	S1485	new_3971340_3971882_c	na	-5.45	na
yueC_yueB.4822	intergenic_UTR	yueC_yueB	BSU_31850	Protein secretion, Membrane proteins	-5.43	na
yoyJ_spbT.3171	intergenic_UTR	yoyJ_spbT	BSU_20999	SP-beta prophage, Type 1 TA systems	-5.43	na
S533.2189	S_feature	S533	new_1533940_1534049	na	5.36	na
S501.2061	S_feature	S501	new_1447893_1448237_c	na	-5.36	na
ytrA_YP_009513999.4607	intergenic_UTR	ytrA_YP_009513999	BSU_30460	Transcription factors/ other, Cold stress proteins, Resistance against toxins/ antibiotics, Newly identified competence genes, Sporulation/ other	-5.36	na
S497.2055	S_feature	S497	new_1445542_1445637	na	5.35	na
ycgI.495	CDS	ycgI	BSU_03120	Newly identified sporulation proteins (based on transcription profiling)	-5.3	na
csfG.2244	sRNA_independent	csfG	new_1569226_1569349_c	na	-5.3	na
YP_009513986.4036	CDS	YP_009513986	na	na	-5.28	na
mdtK_rsbRC.2947	intergenic_UTR	mdtK_rsbRC	BSU_19440	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins, Multidrug exporters/ based on homology	-5.25	na
tcyL_tcyK.4449	intergenic_UTR	tcyL_tcyK	BSU_29360	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids	-5.24	na
ytzD.4461	CDS	ytzD	BSU_29430	Proteins of unknown function	5.23	na
yqgE.3760	CDS	yqgE	BSU_25010	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	-5.18	na
S645.2660	sRNA_independent	S645	new_1903330_1903490	na	-5.17	na
S925.3713	S_feature	S925	new_2555662_2555886_c	na	-5.14	na
S1506.5898	sRNA_independent	S1506	new_4011685_4011824	na	-5.14	na
yfkS.1183	CDS	yfkS	BSU_07770	Germination/ based on similarity, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-5.11	0.219900251823265
pyrP_pyaC.2324	transcript	pyrP_pyaC	BSU_15480	Biosynthesis/ acquisition of pyrimidine nucleotides, Membrane proteins, Nucleotide/ nucleoside transporter	5.1	na
S1317.5215	S_feature	S1317	new_3545605_3545858	na	-5.1	na
comGB.3720	CDS	comGB	BSU_24720	Genetic competence, Genetic competence, Membrane proteins	5.08	0.0502856757726809
S314.1341	S_feature	S314	new_975132_975230	na	-4.99	na
yfkQ.1185	CDS	yfkQ	BSU_07790	Germination/ based on similarity, Membrane proteins	-4.98	na
S128.582	S_feature	S128	new_417763_418267_c	na	-4.98	na
S387.1601	S_feature	S387	new_1157170_1157236	na	-4.98	na
yrdF.4017	CDS	yrdF	BSU_26730	Poorly characterized/ putative enzymes	-4.97	na
yokU.2984	CDS	yokU	BSU_19689	Sporulation proteins/ other	-4.97	na
yotK.3007	CDS	yotK	BSU_19850	SP-beta prophage	4.94	0.703919860686217
YP_009513954.2018	CDS	YP_009513954	na	na	-4.93	na
yhjD.1551	CDS	yhjD	BSU_10470	Proteins of unknown function	-4.92	na
ywzF.5544	pseudogene	ywzF	BSU_36669	Proteins of unknown function	-4.91	na
ytcB.4663	CDS	ytcB	BSU_30870	Poorly characterized/ putative enzymes, Sporulation proteins/ other	4.9	na
S970.3875	sRNA_independent	S970	new_2648688_2648796_c	na	-4.89	na
yitE.1625	CDS	yitE	BSU_10960	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	-4.86	na
ydeS_ydzO.828	intergenic_UTR	ydeS_ydzO	BSU_05320	Transcription factor/ other/ based on similarity	4.84	na
xkdN_xkzB.1891	intergenic_UTR	xkdN_xkzB	BSU_12671	PBSX prophage	-4.84	na
S964.3857	sRNA_independent	S964	new_2642036_2642116	na	-4.84	0.200552012289181
S572.2356	S_feature	S572	new_1643910_1644485_c	na	-4.83	na
sspM.3368	CDS	sspM	BSU_22290	Small acid-soluble spore proteins	-4.82	na
yqcA.3912	CDS	yqcA	BSU_25970	Skin element	4.77	na
pucE.4916	CDS	pucE	BSU_32470	Utilization of nucleotides	-4.74	na
pghB_xpdC.1858	intergenic_UTR	pghB_xpdC	BSU_12480	PBSX prophage, Capsule biosynthesis and degradation	-4.73	na
Novel_transcript.5487	Novel_transcript	Novel_transcript	na	na	-4.7	na
spsMn.3000	pseudogene	spsMn	BSU_19810	Newly identified sporulation proteins (based on transcription profiling), Biosynthesis of legionaminic acid (for spore crust))	-4.66	na
yodU.3001	CDS	yodU	BSU_19810	Newly identified sporulation proteins (based on transcription profiling), Biosynthesis of legionaminic acid (for spore crust))	-4.66	na
yurS.4938	CDS	yurS	BSU_32650	Sporulation proteins/ other	4.64	na
yhbJ_yhcA.1346	intergenic_UTR	yhbJ_yhcA	BSU_09000	Proteins of unknown function, Membrane proteins	-4.61	na
ydjC.953	CDS	ydjC	BSU_06130	Prophage 3, Proteins of unknown function	-4.56	na
BSU_07166.1097	CDS	BSU_07166	BSU_07166	na	4.56	na
YP_009513945.745	CDS	YP_009513945	na	na	-4.56	0.29092596888441
S198.872	sRNA_independent	S198	new_606414_606611_c	na	-4.55	na
yisN.1600	CDS	yisN	BSU_10780	Newly identified sporulation proteins (based on transcription profiling)	-4.54	na
S982.3946	S_feature	S982	new_2692852_2692932_c	na	-4.54	na
yddF.777	CDS	yddF	BSU_04950	ICEBs1, Proteins of unknown function	4.53	na
S1179.4665	S_feature	S1179	new_3159185_3159752	na	4.52	na
ssuC.1322	CDS	ssuC	BSU_08850	Sulfur metabolism, Membrane proteins, Uptake of ions, sulfur metabolism/ general	-4.52	na
cotF.6124	CDS	cotF	BSU_40530	Not yet assigned, Phosphorylation on an Arg residue	-4.52	na
ymaF.2597	CDS	ymaF	BSU_17320	Newly identified sporulation proteins (based on transcription profiling)	-4.51	na
xkzB_xkdO.1893	intergenic_UTR	xkzB_xkdO	BSU_12672	PBSX prophage	-4.51	na
yfhD.1272	CDS	yfhD	BSU_08490	General stress proteins (controlled by SigB), Sporulation proteins/ other	-4.51	na
S1291.5101	sRNA_independent	S1291	new_3463251_3463318_c	na	-4.47	na
S1260.4950	S_feature	S1260	new_3361198_3361304_c	na	-4.44	na
yngL.2760	CDS	yngL	BSU_18290	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	4.44	na
spoIIT.3714	CDS	spoIIT	BSU_36770	Sporulation/ other	-4.41	0.283188806793846
yobR_yobS.2888	intergenic_UTR	yobR_yobS	BSU_19060	Proteins of unknown function	4.41	na
ywzE.5542	CDS	ywzE	BSU_36668	Proteins of unknown function	4.41	na
ybdJ_ybdK.331	intergenic_UTR	ybdJ_ybdK	BSU_02000	Two-component system response regulators, Phosphorylation on an Asp residue	-4.41	na
ydcO.761	CDS	ydcO	BSU_04840	ICEBs1	-4.41	na
cwlD.265	CDS	cwlD	BSU_01530	Cell wall/ other, Sporulation proteins/ other	4.4	na
hemN_lepA.3842	intergenic_UTR	hemN_lepA	BSU_25500	Biosynthesis of heme/ siroheme	4.37	na
yfjE_yfjD.1230	intergenic_UTR	yfjE_yfjD	BSU_08130	Membrane proteins, Proteins of unknown function	-4.37	na
S631.2638	sRNA_independent	S631	new_1886528_1887351	na	-4.37	na
S1071.4282	sRNA_independent	S1071	new_2896973_2897093_c	na	-4.37	na
yutC.4895	CDS	yutC	BSU_32320	Newly identified sporulation proteins (based on transcription profiling)	4.37	na
yoaQ.2821	CDS	yoaQ	BSU_18700	Newly identified sporulation proteins (based on transcription profiling)	-4.36	na
conC.774	CDS	conC	BSU_04920	ICEBs1, Membrane proteins	4.36	0.353796064255824
yptA.3345	CDS	yptA	BSU_22160	Newly identified sporulation proteins (based on transcription profiling)	-4.34	na
pghL.2685	CDS	pghL	BSU_17820	Sporulation proteins/ other, Membrane proteins, Capsule biosynthesis and degradation	-4.32	na
yqfC.3817	CDS	yqfC	BSU_25360	Sporulation proteins/ other	-4.32	na
S955.3800	sRNA_independent	S955	new_2605598_2605729_c	na	-4.31	na
yhgD_yhgE.1508	intergenic_UTR	yhgD_yhgE	BSU_10150	Transcription factor/ other/ based on similarity	-4.29	na
S1445.5631	sRNA_independent	S1445	new_3816846_3817724_c	na	-4.28	na
yitB.1622	CDS	yitB	BSU_10930	Sulfur metabolism, Sporulation proteins/ other, sulfur metabolism/ general	-4.27	na
yhzF.1485	CDS	yhzF	BSU_10009	Proteins of unknown function, Membrane proteins, Newly identified sporulation proteins (based on transcription profiling)	4.25	na
S1050.4193	sRNA_independent	S1050	new_2836807_2836908_c	na	-4.23	na
ypuI_spcB.3505	intergenic_UTR	ypuI_spcB	BSU_23200	rRNA modification and maturation	-4.19	na
xkdX_xepA.1909	intergenic_UTR	xkdX_xepA	BSU_12770	PBSX prophage	-4.18	na
YP_009514004.5389	CDS	YP_009514004	na	na	4.16	na
yybE_yybD.6146	intergenic_UTR	yybE_yybD	BSU_40670	Transcription factor/ other/ based on similarity	4.16	na
S269.1176	S_feature	S269	new_843132_844096	na	4.15	na
tatCD.422	CDS	tatCD	BSU_02640	Phosphate metabolism, Protein secretion, Membrane proteins	-4.14	na
S1202.4751	sRNA_independent	S1202	new_3225687_3226671	na	-4.13	na
S845.3371	sRNA_independent	S845	new_2340762_2341218_c	na	-4.13	na
